packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
2412924,5,1,1.0011,1.0061,1.00723,7.22646,1
2412927,14,1.00019,1.00129,1.02197,1.02311,22.9211,1
2412934,2,1.00593,1.00703,1.01204,1.01324,7.30511,1
2412944,1,1.00779,1.00889,1.0139,1.01519,7.39265,1
2413035,7,1.01755,1.01865,1.02365,1.0248,7.24568,1
2413038,4,1.0179,1.019,1.024,1.02514,7.24483,1
2413084,1,1.02453,1.02563,1.03064,1.03185,7.31185,1
2413122,1,1.03775,1.03885,1.04385,1.04504,7.29034,1
2413127,13,1.04065,1.04175,1.06243,1.0636,22.9448,1
2413132,12,1.04216,1.04326,1.06394,1.06506,22.8988,1
2413135,7,1.04221,1.04331,1.04832,1.0496,7.38621,1
2413142,4,1.0436,1.0447,1.0497,1.05084,7.24461,1
2413238,5,1.05205,1.05315,1.05815,1.05929,7.24083,1
2413243,12,1.05691,1.05801,1.08462,1.08577,28.8635,1
2413246,2,1.05738,1.05848,1.06848,1.06965,12.2682,1
2413266,6,1.05909,1.06019,1.0652,1.06631,7.21731,1
2413319,1,1.07066,1.07176,1.07677,1.07804,7.3839,1
2413324,2,1.07242,1.07352,1.07852,1.07965,7.2294,1
2413408,8,1.08847,1.08957,1.09458,1.0959,7.42304,1
2413478,0,1.11234,1.11344,1.11844,1.11959,7.25471,1
2413483,3,1.11424,1.11534,1.12034,1.12145,7.20647,1
2413486,9,1.11451,1.11561,1.13629,1.13745,22.9442,1
2413510,14,1.12007,1.12117,1.14186,1.14302,22.9439,1
2413520,7,1.1248,1.1259,1.1309,1.13205,7.25462,1
2413525,8,1.13081,1.13191,1.13691,1.13801,7.2049,1
2413547,14,1.13201,1.13311,1.16255,1.16376,31.757,1
2413574,6,1.13709,1.13819,1.1432,1.14448,7.39133,1
2413579,1,1.13918,1.14028,1.14528,1.14639,7.21195,1
2413658,6,1.14433,1.14543,1.15043,1.15157,7.23552,1
2413677,11,1.15634,1.15744,1.17811,1.17925,22.9141,1
2413682,14,1.16222,1.16332,1.184,1.18517,22.9596,1
2413720,5,1.1654,1.1665,1.1715,1.17264,7.23733,1
2413734,15,1.17563,1.17673,1.1974,1.19854,22.9068,1
2413739,15,1.17724,1.17834,1.21808,1.21919,41.946,1
2413742,0,1.17797,1.17907,1.18408,1.18524,7.27116,1
2413758,6,1.1839,1.185,1.19,1.19113,7.22643,1
2413803,8,1.18428,1.18538,1.19039,1.19152,7.23513,1
2413808,6,1.18526,1.18636,1.19501,1.19619,10.934,1
