Sim latency at ReqAveWait:0.0025 ReqSize:8192B SampleNum:160000 Ave:21789.2955 P50:22.9045 P90:94408.7321 P99:133316.9962 P999:138626.4307 P9999:139296.1909
startTime,latency
1,7.2028
1.0009,23.0163
1.00574,7.33313
1.00761,7.27286
1.00762,7.22773
1.00861,7.22602
1.01199,7.85281
1.015,7.22882
1.01528,22.9199
1.01965,22.9244
1.02446,7.31783
1.02517,7.32217
1.02677,7.23632
1.03631,22.9103
1.03788,42.0164
1.03808,7.33399
1.04179,8.54252
1.04369,7.23391
1.04579,22.8899
1.04625,7.24824
1.04982,7.23068
1.05078,23.1067
1.05179,22.8885
1.0615,23.0191
1.06168,27.9369
1.06292,37.669
1.06299,7.33648
1.06667,7.25295
1.06699,22.8715
1.06809,41.9989
1.07582,45.4287
1.08386,7.27468
1.08669,55.2445
1.08743,75.2858
1.08848,7.25593
1.089,7.25993
1.09577,7.285
1.09725,22.9018
1.09928,7.208
1.0999,83.4126
1.11366,22.8911
1.11422,22.9453
1.11991,22.9247
1.12715,22.8754
1.14452,7.26916
1.14836,7.21131
1.15,54.1482
1.15299,7.2226
1.15303,7.81409
1.15495,22.8895
1.15854,40.0759
1.15976,7.23132
1.16006,7.2065
1.16536,7.25494
1.18238,36.9639
1.18281,57.1419
1.19078,22.9223
1.19149,7.3176
1.19319,23.0282
1.19634,40.7121
1.20447,56.1862
1.20521,7.23656
1.20843,72.9298
1.20932,7.31217
1.20973,23.0271
1.21559,22.9284
1.21565,86.4323
1.22476,32.831
1.2291,7.25398
1.23126,91.4001
1.23165,7.34787
1.2338,7.30526
1.23462,22.9237
1.23892,7.33089
1.23918,7.33417
1.24058,10.607
1.24077,7.26146
1.24081,37.3975
1.24167,7.2576
1.24254,11.3641
1.24383,7.45032
1.24701,11.8803
1.24899,29.2159
1.25577,7.25908
1.25831,40.6184
1.25839,85.0339
1.26037,103.766
1.26074,7.27823
1.27146,7.2523
1.27556,7.30434
1.27694,22.9069
1.27732,7.23392
1.28445,7.3065
1.28765,7.32043
1.28995,94.796
1.2908,9.20764
1.29334,7.2087
1.29419,7.27438
1.29434,111.148
1.29877,7.29444
1.30199,124.071
1.30496,7.23224
1.30765,139.234
1.30993,7.22266
1.3118,22.9965
1.31299,42.5744
1.31407,153.388
1.31416,173.968
1.32132,7.22625
1.32432,22.9079
1.32434,22.9496
1.32484,7.23508
1.3255,183.318
1.32786,7.25695
1.32851,39.5192
1.33068,198.778
1.33133,7.24924
1.33275,7.26128
1.33326,23.0874
1.33433,7.26176
1.33703,7.22063
1.3408,209.517
1.34111,22.9917
1.34119,26.7691
1.34168,7.24512
1.34218,7.23266
1.34267,34.1984
1.34391,226.979
1.34737,41.2275
1.34965,7.27579
1.35124,240.394
1.35125,7.30603
1.3533,44.228
1.35417,55.2244
1.3542,75.8043
1.35443,7.21911
1.35731,93.3465
1.35785,8.83977
1.36251,7.25193
1.36721,22.9098
1.37138,39.3919
1.37369,7.27151
1.37406,7.20406
1.37962,7.32783
1.38386,7.23058
1.38496,86.4567
1.38862,7.24496
1.39153,7.23792
1.39353,12.3885
1.40407,7.27996
1.40518,47.0342
1.41049,7.25649
1.41336,78.6892
1.41337,161.396
1.41394,98.7611
1.41662,56.5455
1.41874,7.29269
1.42017,7.26459
1.42312,189.394
1.42741,7.2963
1.43224,101.121
1.43225,7.4017
1.43903,115.023
1.44459,188.739
1.4448,22.9392
1.44648,7.30317
1.44721,7.28717
1.44825,23.2084
1.44989,7.20495
1.45029,11.9693
1.45301,200.696
1.45583,160.329
1.45874,23.0266
1.45889,7.24442
1.46063,51.9426
1.46166,212.815
1.46309,8.04213
1.46348,231.681
1.46742,248.354
1.47982,7.2283
1.48004,7.22423
1.48312,112.25
1.48674,7.25617
1.48804,7.26221
1.49132,23.0805
1.49181,7.31725
1.49221,186.02
1.49549,7.27313
1.50198,23.1126
1.51133,125.489
1.51237,224.331
1.51383,22.8853
1.51659,7.34949
1.51672,7.28813
1.51906,23.0906
1.52177,7.23112
1.52507,9.16322
1.52833,7.21808
1.5293,7.2409
1.52944,22.9021
1.53217,7.33092
1.53341,224.014
1.53566,7.24041
1.54383,7.25808
1.54628,111.313
1.54678,12.2629
1.54961,7.22871
1.55334,22.8908
1.55441,22.9701
1.55681,7.33296
1.55713,7.26552
1.56439,213.637
1.56501,7.2237
1.56655,232.047
1.56966,7.25351
1.57607,122.802
1.57964,7.25045
1.58195,22.9948
1.58289,7.25589
1.58311,7.23308
1.58928,7.26641
1.59229,7.41126
1.59428,23.1356
1.59892,120.621
1.60008,446.826
1.60174,303.966
1.60229,23.0066
1.60313,42.7624
1.60837,58.2943
1.61105,7.3702
1.61265,127.533
1.61382,7.23597
1.61719,202.048
1.61781,22.8847
1.6262,7.2189
1.62622,134.654
1.62979,151.751
1.63038,56.9174
1.63175,7.24499
1.63212,7.31503
1.63765,22.9184
1.6448,7.21316
1.6451,7.22751
1.65206,188.069
1.65253,150.066
1.65264,7.22122
1.66062,200.104
1.66546,157.517
1.66548,7.29364
1.66603,177.709
1.67238,7.29154
1.67257,7.29528
1.67501,206.423
1.68755,22.9098
1.68771,7.2152
1.6908,22.9775
