packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
8454928,5,1,1.0011,1.0061,1.00727,7.27091,1
8454954,15,1.01507,1.01617,1.03686,1.03805,22.9853,1
8454959,2,1.01728,1.01838,1.02338,1.02448,7.20778,1
8454964,1,1.02043,1.02153,1.02653,1.02765,7.21977,1
8454979,7,1.03093,1.03203,1.03703,1.03813,7.20471,1
8454982,4,1.03149,1.03259,1.03759,1.03872,7.2307,1
8455032,6,1.04754,1.04864,1.05365,1.0549,7.35689,1
8455037,2,1.05287,1.05397,1.05897,1.06014,7.26501,1
8455087,0,1.05398,1.05508,1.06009,1.06137,7.38474,1
8455162,12,1.06148,1.06258,1.08326,1.0844,22.9199,1
8455167,7,1.06265,1.06375,1.06875,1.06997,7.32825,1
8455209,3,1.07446,1.07556,1.08057,1.08182,7.35766,1
8455259,5,1.08175,1.08285,1.08785,1.08895,7.20661,1
8455262,15,1.0821,1.0832,1.10389,1.1051,22.9972,1
8455287,2,1.08979,1.09089,1.09589,1.09707,7.28286,1
8455350,1,1.1042,1.1053,1.1103,1.11142,7.22168,1
8455355,1,1.10789,1.10899,1.1153,1.11641,8.51616,1
8455358,2,1.10818,1.10928,1.11428,1.11546,7.27536,1
8455370,8,1.11117,1.11227,1.11727,1.11838,7.20589,1
8455406,0,1.12162,1.12272,1.12773,1.12892,7.29329,1
8455436,3,1.12965,1.13075,1.13576,1.137,7.34622,1
8455441,9,1.13549,1.13659,1.15728,1.15843,22.9375,1
8455487,0,1.1423,1.1434,1.14841,1.14965,7.35017,1
8455492,7,1.14383,1.14493,1.14993,1.15109,7.26282,1
8455495,13,1.14447,1.14557,1.16626,1.16745,22.9803,1
8455500,14,1.14486,1.14596,1.16664,1.16776,22.9021,1
8455542,3,1.1486,1.1497,1.1547,1.15585,7.25079,1
8455574,4,1.15415,1.15525,1.16026,1.16152,7.37089,1
8455609,6,1.15949,1.16059,1.16559,1.16669,7.20444,1
8455663,13,1.16114,1.16224,1.18696,1.18817,27.0285,1
8455666,15,1.1621,1.16321,1.18388,1.18501,22.9004,1
8455716,5,1.16743,1.16853,1.17353,1.17465,7.22503,1
8455721,15,1.16868,1.16978,1.20455,1.20566,36.9752,1
8455731,4,1.17773,1.17883,1.18384,1.18513,7.39739,1
8455835,0,1.19259,1.19369,1.19869,1.19986,7.27089,1
8455840,2,1.19538,1.19648,1.20148,1.20258,7.2025,1
8455871,8,1.20198,1.20308,1.20808,1.20921,7.23195,1
8455874,6,1.20276,1.20386,1.20886,1.21,7.2405,1
8455908,6,1.21088,1.21198,1.21699,1.21822,7.34086,1
8455911,15,1.21103,1.21213,1.2328,1.23393,22.9049,1
8455918,10,1.21253,1.21363,1.23432,1.23551,22.978,1
8455964,14,1.21897,1.22007,1.24075,1.24188,22.9071,1
8455969,4,1.22324,1.22434,1.22935,1.23053,7.28837,1
8455974,1,1.22702,1.22812,1.23315,1.23479,7.76976,1
8456182,1,1.23388,1.23498,1.23998,1.24113,7.25059,1
8456234,8,1.24555,1.24666,1.25166,1.2528,7.24523,1
8456239,15,1.24676,1.24786,1.26853,1.26964,22.877,1
8456244,1,1.25045,1.25155,1.25655,1.25771,7.26273,1
8456262,8,1.25259,1.25369,1.25869,1.25983,7.24129,1
8456267,1,1.25575,1.25685,1.26185,1.26304,7.29304,1
8456302,13,1.25897,1.26008,1.28075,1.28189,22.9146,1
8456305,3,1.25913,1.26023,1.26524,1.26643,7.29446,1
8456337,5,1.26498,1.26608,1.27108,1.27223,7.24653,1
8456369,7,1.26581,1.26691,1.27192,1.27305,7.23325,1
8456403,1,1.27517,1.27627,1.28127,1.28248,7.31881,1
8456408,2,1.27625,1.27735,1.28235,1.28354,7.28865,1
8456413,14,1.27817,1.27927,1.29999,1.3013,23.125,1
8456485,0,1.28589,1.28699,1.29199,1.29309,7.20759,1
8456495,10,1.29396,1.29506,1.31573,1.31688,22.9215,1
8456565,4,1.30341,1.30451,1.30951,1.31063,7.21686,1
8456588,0,1.31778,1.31888,1.32389,1.32507,7.29044,1
8456618,2,1.32767,1.32877,1.33377,1.33492,7.24363,1
8456636,2,1.33591,1.33701,1.34201,1.34315,7.24237,1
8456654,0,1.34616,1.34726,1.35227,1.35375,7.59104,1
8456701,3,1.35239,1.35349,1.35849,1.3596,7.20385,1
8456781,9,1.35547,1.35657,1.37725,1.37843,22.9592,1
8456784,0,1.3559,1.357,1.362,1.36318,7.28481,1
8456791,2,1.35784,1.35894,1.36394,1.36506,7.22145,1
8456813,2,1.36206,1.36316,1.36894,1.37014,8.07913,1
8456836,13,1.36629,1.36739,1.38806,1.38917,22.8793,1
8456870,1,1.37519,1.3763,1.3813,1.38248,7.28996,1
8456921,3,1.38527,1.38637,1.39137,1.3925,7.23461,1
8456940,10,1.3919,1.393,1.41368,1.41484,22.9399,1
8456945,2,1.39344,1.39454,1.39954,1.40067,7.23173,1
8456950,7,1.39599,1.39709,1.4021,1.40335,7.36531,1
8457013,5,1.41234,1.41344,1.41845,1.41976,7.41707,1
8457016,0,1.41291,1.41401,1.41902,1.4202,7.29139,1
8457040,7,1.41434,1.41544,1.42046,1.42179,7.44863,1
8457156,4,1.42047,1.42157,1.42658,1.42774,7.26605,1
8457230,4,1.43063,1.43173,1.43673,1.43784,7.21069,1
8457235,6,1.43184,1.43294,1.43795,1.43911,7.26871,1
8457240,4,1.43452,1.43562,1.44174,1.44289,8.37706,1
8457245,15,1.43594,1.43704,1.45772,1.45889,22.9504,1
8457276,0,1.4408,1.4419,1.4469,1.44803,7.22651,1
8457279,15,1.44133,1.44243,1.47842,1.47966,38.3306,1
8457293,13,1.44185,1.44295,1.46365,1.46492,23.0792,1
8457296,6,1.44185,1.44295,1.44795,1.44913,7.28089,1
8457313,4,1.44632,1.44742,1.45242,1.45354,7.21855,1
8457348,1,1.44876,1.44986,1.45486,1.45599,7.23003,1
8457353,7,1.45028,1.45138,1.45638,1.45749,7.21049,1
8457377,12,1.45657,1.45767,1.47839,1.47969,23.1193,1
8457456,8,1.467,1.4681,1.47311,1.47429,7.28313,1
8457461,5,1.4731,1.4742,1.4792,1.4803,7.20367,1
8457491,0,1.4761,1.4772,1.4822,1.48334,7.23772,1
8457496,13,1.47787,1.47897,1.49964,1.50074,22.8741,1
8457608,0,1.48217,1.48327,1.48828,1.4896,7.42291,1
8457622,4,1.48592,1.48702,1.49202,1.49314,7.21263,1
8457627,2,1.48776,1.48886,1.49386,1.49501,7.24783,1
8457697,13,1.48937,1.49048,1.52031,1.52145,32.0734,1
8457725,1,1.50383,1.50493,1.50993,1.51114,7.31054,1
8457730,13,1.50688,1.50798,1.54105,1.54246,35.5811,1
8457768,8,1.51657,1.51767,1.52267,1.52381,7.24681,1
8457795,13,1.52348,1.52458,1.56173,1.56286,39.3793,1
8457800,6,1.52955,1.53065,1.54065,1.54176,12.2191,1
