packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
7250928,5,1,1.0011,1.0061,1.00722,7.22052,1
7250938,15,1.00668,1.00778,1.02848,1.02972,23.0448,1
7250943,2,1.01635,1.01745,1.02245,1.02359,7.23945,1
7250957,1,1.02311,1.02421,1.02921,1.03041,7.30304,1
7250960,7,1.02317,1.02427,1.02927,1.0304,7.22444,1
7250967,4,1.02744,1.02854,1.03355,1.03477,7.32413,1
7251051,1,1.03028,1.03138,1.03638,1.03754,7.2649,1
7251093,2,1.03506,1.03616,1.04116,1.04227,7.21361,1
7251120,13,1.04932,1.05042,1.07113,1.07239,23.0713,1
7251125,12,1.05218,1.05329,1.07397,1.07512,22.9382,1
7251128,7,1.0526,1.0537,1.0587,1.05998,7.38839,1
7251192,3,1.05909,1.06019,1.06519,1.06629,7.20348,1
7251197,5,1.06126,1.06236,1.06736,1.0685,7.23798,1
7251202,15,1.06407,1.06517,1.08584,1.08698,22.9115,1
7251216,15,1.06737,1.06847,1.10652,1.10765,40.2773,1
7251292,1,1.07886,1.07996,1.08496,1.08616,7.30245,1
7251335,1,1.08985,1.09095,1.09596,1.0971,7.24713,1
7251338,2,1.08989,1.09099,1.09599,1.09715,7.2606,1
7251345,13,1.09377,1.09487,1.11554,1.11665,22.8745,1
7251380,0,1.09681,1.09791,1.10291,1.10411,7.30627,1
7251385,3,1.09802,1.09912,1.10414,1.10566,7.63321,1
7251388,9,1.0986,1.0997,1.12041,1.12168,23.0846,1
7251395,14,1.10075,1.10185,1.12252,1.12365,22.8997,1
7251429,10,1.10359,1.10469,1.12537,1.12654,22.9481,1
7251572,13,1.10966,1.11076,1.13624,1.13746,27.7992,1
7251582,15,1.11775,1.11885,1.13953,1.14066,22.908,1
7251649,3,1.12472,1.12582,1.13082,1.13192,7.20306,1
7251726,4,1.14272,1.14382,1.15383,1.15506,12.3383,1
7251731,12,1.14416,1.14527,1.16594,1.16704,22.8751,1
7251777,13,1.16232,1.16342,1.1841,1.18524,22.9176,1
7251787,15,1.16728,1.16838,1.18907,1.19027,22.9855,1
7251792,5,1.16982,1.17092,1.17592,1.17703,7.21001,1
7251797,15,1.17306,1.17416,1.20975,1.2109,37.8445,1
7251849,15,1.2082,1.2093,1.23042,1.23154,23.3441,1
7251852,0,1.20841,1.20951,1.21452,1.21576,7.3552,1
7251872,6,1.21324,1.21434,1.21934,1.22053,7.28643,1
7251877,8,1.21448,1.21558,1.22059,1.22183,7.34658,1
7251925,12,1.2154,1.2165,1.23718,1.23833,22.9341,1
7251932,3,1.21679,1.21789,1.22291,1.22438,7.58736,1
7251935,15,1.21745,1.21855,1.25114,1.25244,34.9944,1
7252088,10,1.22319,1.22429,1.24499,1.2462,23.0079,1
7252131,14,1.2314,1.2325,1.25321,1.25448,23.0881,1
7252136,9,1.23483,1.23593,1.25661,1.25773,22.9009,1
7252191,11,1.24588,1.24698,1.26765,1.26876,22.883,1
7252196,3,1.24697,1.24807,1.25307,1.25418,7.20917,1
7252201,8,1.24971,1.25081,1.25581,1.25699,7.27805,1
7252325,15,1.25402,1.25512,1.27581,1.27701,22.9936,1
7252360,1,1.25773,1.25883,1.26384,1.26509,7.3631,1
7252365,8,1.25885,1.25995,1.26496,1.26614,7.28765,1
7252419,13,1.26448,1.26558,1.28629,1.28758,23.104,1
7252483,13,1.28406,1.28516,1.30697,1.30812,24.0678,1
7252545,3,1.28847,1.28957,1.29457,1.29572,7.24862,1
7252563,5,1.30641,1.30751,1.31252,1.31371,7.29971,1
7252614,7,1.32956,1.33066,1.33566,1.33678,7.22855,1
7252619,13,1.3343,1.3354,1.35609,1.35725,22.9456,1
7252633,13,1.33989,1.34099,1.37676,1.37788,37.9892,1
7252638,14,1.34258,1.34368,1.36438,1.36561,23.0308,1
7252643,4,1.3501,1.3512,1.3562,1.35733,7.22933,1
7252646,10,1.35075,1.35185,1.37253,1.37367,22.9234,1
7252651,10,1.35172,1.35282,1.3932,1.39433,42.6149,1
7252658,13,1.35532,1.35642,1.39745,1.39866,43.3394,2
7252689,2,1.35654,1.35764,1.36265,1.36396,7.41815,1
