Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
199.9324,23.011,22.8836,49.5824,111.9357,188.2688,245.3821,1.3613,30.2795,cephSimResult/latency/latency_80000_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9964,23.2259,22.8842,50.4914,115.2362,202.1901,259.3893,1.5413,31.2492,cephSimResult/latency/latency_80000_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.8399,23.341,22.884,50.3799,118.209,208.5394,294.3627,1.6075,35.2903,cephSimResult/latency/latency_80000_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.8627,23.0934,22.8842,49.887,114.3697,191.2519,263.1582,1.41,33.0613,cephSimResult/latency/latency_80000_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.5336,23.0815,22.884,49.9763,111.622,203.3734,323.8444,1.335,35.5315,cephSimResult/latency/latency_80000_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.4521,23.3893,22.8841,50.5616,119.5724,194.6105,260.2929,1.6463,32.3489,cephSimResult/latency/latency_80000_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.4744,23.029,22.884,50.0536,111.4381,177.2251,254.0428,1.3713,28.7295,cephSimResult/latency/latency_80000_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
201.0673,23.3505,22.8841,50.7913,116.7115,197.495,245.5627,1.5938,31.0424,cephSimResult/latency/latency_80000_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.2807,23.128,22.8842,50.0602,113.4431,198.0185,303.5125,1.455,30.3692,cephSimResult/latency/latency_80000_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.6782,23.0817,22.8842,49.5797,114.5388,194.9255,315.6621,1.4337,34.6743,cephSimResult/latency/latency_80000_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
80000,¾ùÖµ,22.88406,50.13634,114.70765,195.58982,276.52097,1.47552,32.25761,,
