Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
350.9148,12725.0934,22.9029,54089.4934,80306.4292,85350.9711,85574.61,32.2088,37373.3106,cephSimResult/latency/latency_350_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
351.0634,12599.1002,22.9024,54497.5015,79545.9015,83747.7485,84083.7087,32.2238,36953.3421,cephSimResult/latency/latency_350_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
349.8106,12729.3625,22.9028,55412.7429,78243.0023,81633.6516,82045.3701,32.2169,37346.4707,cephSimResult/latency/latency_350_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
349.1989,12557.0306,22.9027,54782.8716,77730.2841,81953.3144,82286.5422,32.2387,36866.0318,cephSimResult/latency/latency_350_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
350.057,12629.4092,22.9023,54447.0911,78402.6346,82962.5603,83218.0103,32.2075,37113.1559,cephSimResult/latency/latency_350_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
351.1894,12898.3459,22.9023,56593.2738,80300.8169,84193.0534,84394.7249,32.2281,37862.8385,cephSimResult/latency/latency_350_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
348.9756,12328.6313,22.9024,53250.784,77085.4294,81541.4184,81856.0168,32.2081,36200.8131,cephSimResult/latency/latency_350_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
349.927,12726.8207,22.9025,55469.5899,78737.884,81838.0559,82162.4688,32.2275,37417.4895,cephSimResult/latency/latency_350_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
349.8807,12590.9531,22.9022,55104.0826,79328.5431,82461.3953,82633.5813,32.1919,37015.5673,cephSimResult/latency/latency_350_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
350.3774,12562.3043,22.9028,54982.7604,79365.3574,82641.9496,82817.5473,32.2031,36888.0623,cephSimResult/latency/latency_350_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,32.21544,37103.70818,,
