Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.5324,22.8865,51.4856,116.1121,194.897,303.1944,1.5519,26.6712,cephSimResult/latency/latency_0.500000_000.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.6077,23.7572,22.8865,52.1002,119.4146,214.3965,317.862,1.6494,30.1802,cephSimResult/latency/latency_0.500000_001.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.8917,23.6267,22.8867,51.3489,119.0969,209.1667,325.3385,1.61,31.0514,cephSimResult/latency/latency_0.500000_002.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.5423,23.6443,22.8869,51.3785,119.7342,207.0228,293.1272,1.6737,30.652,cephSimResult/latency/latency_0.500000_003.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.0326,23.4473,22.8866,50.984,115.2999,205.7895,318.6277,1.4625,30.6671,cephSimResult/latency/latency_0.500000_004.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.6797,23.4947,22.8867,51.2089,115.4059,201.0998,280.2218,1.4806,27.8653,cephSimResult/latency/latency_0.500000_005.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.4146,23.4914,22.8864,51.2609,116.1114,194.3357,320.8048,1.5181,27.5156,cephSimResult/latency/latency_0.500000_006.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9583,23.5342,22.8867,51.0422,117.3331,203.9893,319.7415,1.5106,28.9539,cephSimResult/latency/latency_0.500000_007.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9319,23.4587,22.8865,51.0924,115.3798,197.8951,294.4497,1.5144,26.7345,cephSimResult/latency/latency_0.500000_008.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.2157,23.5707,22.8868,51.1651,118.4696,207.1652,323.9977,1.6019,30.2698,cephSimResult/latency/latency_0.500000_009.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.55731,29.0561,,
