0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,7.669406,7.760226,7.808356,7.264153,7.537237,7.385051,7.512509,7.682951,7.273220,22.913377,22.979883,22.905239,25.188610,29.651079,22.945452,26.953238
0,0,0,0,0,0,0,0,0,8.190344,8.047728,7.997658,7.257762,7.262743,7.310595,7.568876,7.459001,7.523916,22.949016,24.508647,22.959352,31.191482,23.974633,23.543628,23.872866
0,0,0,0,0,0,0,0,0,7.498522,7.284141,7.761616,7.675313,7.280463,7.281623,7.623093,7.811065,8.015699,27.931885,22.987629,22.935186,23.007743,28.574102,22.945273,29.341567
0,0,0,0,0,0,0,0,0,7.752081,7.526437,7.513750,7.444843,7.269059,7.299818,8.354848,7.289582,7.598317,22.932512,24.166787,22.899185,22.979948,25.778819,25.171422,32.299567
0,0,0,0,0,0,0,0,0,7.513403,7.332927,7.913738,7.291064,7.273233,7.716322,7.290639,7.895984,7.490278,42.405688,24.361106,34.922593,22.979007,26.025030,29.408105,26.046143
0,0,0,0,0,0,0,0,0,7.687782,7.656778,7.658311,7.243822,7.566845,7.304017,7.579415,7.404509,7.256781,23.791604,22.971303,22.920233,29.097975,25.067947,23.212934,25.271160
0,0,0,0,0,0,0,0,0,7.279283,7.499529,7.768973,7.285063,7.478552,7.612943,8.040888,7.789667,7.321772,24.770378,27.686997,24.067839,22.981121,26.288411,22.964399,27.058209
0,0,0,0,0,0,0,0,0,7.865478,8.867306,7.946014,7.573334,7.613662,7.596433,7.781937,8.091435,7.927409,23.001727,24.289690,22.915026,22.939888,24.918817,22.968980,25.008892
0,0,0,0,0,0,0,0,0,7.785348,7.328779,7.567227,7.276228,7.708310,7.596162,7.573080,7.472094,8.289996,22.975909,34.973351,23.073605,27.104309,28.983469,22.929523,28.000113
0,0,0,0,0,0,0,0,0,7.301143,7.277170,7.475439,7.437076,7.294631,7.880608,8.207452,7.338101,10.277937,22.984411,30.654147,0,22.936691,25.652734,22.980157,27.619265
