0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,7.244617,7.262059,7.533275,7.349907,7.295735,7.267205,7.577556,7.263130,7.291091,22.995663,22.971951,22.974178,22.973766,22.947465,29.810914,29.713802
0,0,0,0,0,0,0,0,0,9.303373,7.247694,7.285131,7.273731,7.255074,7.268647,7.324890,7.358703,7.581543,22.913659,0,22.905239,26.746674,22.959122,23.759070,27.210841
0,0,0,0,0,0,0,0,0,8.269463,7.258040,7.275309,7.249267,7.268668,7.563326,7.261196,7.250521,7.282921,23.009923,25.508596,23.074343,22.932530,23.016992,0,25.273521
0,0,0,0,0,0,0,0,0,7.287228,7.253738,7.353234,7.284553,7.252218,7.269567,7.350335,9.533116,7.564785,22.994997,22.950558,22.988682,22.899042,22.988005,22.953845,24.037274
0,0,0,0,0,0,0,0,0,7.331145,7.831491,7.651365,7.270964,7.313160,7.290716,8.260148,7.303841,8.354086,22.940851,23.001347,22.888641,23.083889,22.912147,22.912309,25.361580
0,0,0,0,0,0,0,0,0,7.295778,7.265344,7.315294,8.460186,7.248953,7.292539,7.278343,7.256788,7.790922,22.900753,22.925837,22.968599,22.944995,25.267630,22.956441,22.974400
0,0,0,0,0,0,0,0,0,7.375190,7.284671,7.333800,7.256216,7.232162,7.302258,7.299428,8.215993,7.790656,0,22.952778,22.906995,23.079193,22.936525,22.933494,33.050644
0,0,0,0,0,0,0,0,0,7.271610,7.266504,7.260582,8.260997,7.275459,7.280967,7.490659,7.256601,7.614046,22.957411,24.618115,0,22.906903,22.919432,27.910970,23.064443
0,0,0,0,0,0,0,0,0,9.059062,7.309479,7.302446,7.268568,7.337076,8.344691,7.302929,7.536826,7.298279,22.948192,25.251673,25.373173,22.892120,22.972396,0,22.932571
0,0,0,0,0,0,0,0,0,7.274408,7.315684,7.264535,7.321920,7.261844,7.300822,7.311688,7.276900,7.502281,22.967434,22.935106,22.957966,22.903160,26.570538,22.902790,27.361461
0,0,0,0,0,0,0,0,0,7.285147,7.299752,7.646508,7.229512,8.496431,7.309576,7.549963,7.280068,8.521346,29.887986,22.972064,22.938038,23.907404,22.962642,22.959300,22.949775
