0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,0,7.374644,7.219494,0,7.239637,7.244119,0,7.287999,0,0,0,0,22.961352,22.942364,23.015117,0
0,0,0,0,0,0,0,0,0,7.261079,7.237740,7.204319,7.259817,7.224488,7.279507,0,7.220768,0,0,0,0,23.086814,22.956940,0,22.890019
0,0,0,0,0,0,0,0,0,0,0,0,7.208581,7.281678,0,0,7.209541,7.249947,22.914782,22.882450,0,0,22.900159,22.943233,0
0,0,0,0,0,0,0,0,0,7.235269,0,0,7.220333,7.370447,7.309923,7.295033,0,7.271673,0,22.904941,0,22.872453,0,22.910550,0
0,0,0,0,0,0,0,0,0,0,7.265259,0,7.236597,0,7.283032,0,0,7.355490,0,0,0,0,0,0,22.995663
0,0,0,0,0,0,0,0,0,0,7.217050,0,0,7.215181,7.313193,0,7.397070,0,0,24.510103,22.876276,0,22.977405,0,0
0,0,0,0,0,0,0,0,0,7.248228,7.270821,7.306355,7.305201,0,7.234669,0,7.205491,0,0,0,0,0,23.328385,0,22.909120
0,0,0,0,0,0,0,0,0,7.256040,0,0,0,7.246017,7.251996,0,0,0,0,22.930302,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.263049,7.219258,0,0,7.274843,7.270100,0,7.296336,0,0,0,0,0,22.948288,0,22.948850
0,0,0,0,0,0,0,0,0,7.226845,0,0,0,7.275340,7.223187,0,0,7.272427,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,7.287759,0,7.258743,7.233192,7.267638,7.247387,7.256106,0,0,0,0,23.118601,22.904475,0
0,0,0,0,0,0,0,0,0,0,0,0,9.745945,7.258753,7.457577,0,0,7.271496,0,0,0,0,22.881801,22.987358,0
0,0,0,0,0,0,0,0,0,0,7.356666,0,0,7.225337,7.264776,7.206521,7.274108,7.323843,22.885690,22.884629,0,0,22.905079,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.327353,7.322421,0,7.405687,0,23.127264,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.372592,0,7.373900,0,7.426925,7.247055,0,7.234714,0,0,0,0,0,0,22.974703,0
0,0,0,0,0,0,0,0,0,7.282236,0,0,0,7.293473,7.292171,7.220907,7.225362,7.245086,0,0,0,0,0,0,23.239392
0,0,0,0,0,0,0,0,0,7.322224,0,0,0,0,0,12.250895,7.351226,0,0,0,22.905239,0,22.909904,22.892467,23.023142
0,0,0,0,0,0,0,0,0,0,0,7.238697,0,7.295946,0,0,0,7.248510,0,0,22.951554,23.205097,22.879276,43.647868,22.930789
0,0,0,0,0,0,0,0,0,0,7.259701,7.447152,7.269662,0,0,0,7.290077,7.221904,22.914676,0,0,0,22.893327,0,22.953112
0,0,0,0,0,0,0,0,0,7.250814,0,0,7.265617,0,0,0,0,0,0,0,0,0,0,23.072354,22.973536
0,0,0,0,0,0,0,0,0,7.216490,7.328426,0,7.269170,7.317190,7.289280,0,7.279874,7.225804,0,22.907709,0,22.926028,23.105838,0,22.888606
