Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.6405,22.8866,51.5407,118.2462,213.2616,312.4551,1.5619,30.4837,cephSimResult/latency/latency_0.500000_000.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.6077,23.696,22.8866,51.823,119.8104,202.6248,300.1759,1.6763,29.4835,cephSimResult/latency/latency_0.500000_001.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.8917,23.6815,22.8868,51.5432,120.9313,211.6201,303.1088,1.6756,29.6558,cephSimResult/latency/latency_0.500000_002.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.5423,23.5269,22.8869,51.312,116.3634,193.9818,285.5135,1.5463,26.803,cephSimResult/latency/latency_0.500000_003.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.0326,23.5402,22.8866,51.4084,115.8467,201.5321,319.1898,1.5131,29.4488,cephSimResult/latency/latency_0.500000_004.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.6797,23.575,22.8867,51.3588,117.0459,198.4422,280.4743,1.5825,26.7012,cephSimResult/latency/latency_0.500000_005.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.4146,23.5348,22.8864,51.2003,116.7281,211.8249,316.652,1.49,31.2495,cephSimResult/latency/latency_0.500000_006.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9583,23.6443,22.8867,51.4834,118.9216,200.8547,319.3674,1.6588,28.7761,cephSimResult/latency/latency_0.500000_007.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9319,23.6092,22.8864,51.2421,119.0667,206.5409,305.0258,1.6269,28.8574,cephSimResult/latency/latency_0.500000_008.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.2157,23.5616,22.8868,51.1131,117.1036,205.7431,336.329,1.595,29.4091,cephSimResult/latency/latency_0.500000_009.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.59264,29.08681,,
