Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,13.6403,7.3326,23.0953,50.7076,85.0708,174.5295,0.0325,38.6394,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.6077,13.5904,7.3318,23.0911,50.5263,84.8998,137.3112,0.0362,27.0518,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.8917,13.5679,7.3317,23.0844,50.3018,84.9376,140.2999,0.0369,27.4117,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.5423,13.5865,7.3318,23.0862,50.5468,84.9088,135.6652,0.03,27.1363,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.0326,13.6148,7.3321,23.0884,50.7045,84.8949,140.6958,0.0319,26.6787,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.6797,13.6278,7.3315,23.0913,50.6596,84.9517,188.4388,0.0344,53.2152,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.4146,13.6023,7.3317,23.0851,51.2481,85.0024,161.6677,0.0375,31.0601,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.9583,13.6046,7.3323,23.0914,51.3406,84.9006,114.0052,0.0262,20.3662,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.9319,13.5895,7.3314,23.0874,50.8727,84.9103,122.2334,0.03,24.6943,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.2157,13.6005,7.3319,23.089,51.0499,84.4193,127.2288,0.03,24.7717,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.03256,30.10254,,
