packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
2412080,5,1,1.0011,1.0061,1.00726,7.2624,1
2412085,15,1.00538,1.00648,1.02715,1.02831,22.9305,1
2412088,2,1.00596,1.00706,1.01207,1.01329,7.3246,1
2412112,1,1.01124,1.01234,1.01734,1.01849,7.24486,1
2412115,7,1.01185,1.01295,1.01796,1.01923,7.3778,1
2412225,4,1.01833,1.01943,1.02443,1.02554,7.20971,1
2412230,1,1.0227,1.02381,1.02881,1.03011,7.40586,1
2412314,2,1.03015,1.03125,1.03625,1.03748,7.33183,1
2412317,13,1.03043,1.03153,1.05221,1.05335,22.9179,1
2412324,12,1.03214,1.03324,1.05393,1.0551,22.9567,1
2412366,7,1.04655,1.04766,1.05266,1.05389,7.33659,1
2412371,3,1.05194,1.05304,1.05804,1.05922,7.28186,1
2412374,5,1.05207,1.05318,1.05818,1.05939,7.31667,1
2412514,15,1.05893,1.06003,1.0807,1.08181,22.8811,1
2412519,15,1.0628,1.0639,1.10137,1.10251,39.7105,1
2412524,1,1.0674,1.0685,1.0735,1.07464,7.24129,1
2412527,1,1.06754,1.06864,1.0785,1.07965,12.1121,1
2412534,2,1.06915,1.07025,1.07525,1.07638,7.2289,1
2412574,13,1.08021,1.08131,1.10199,1.10314,22.9314,1
2412577,0,1.08038,1.08148,1.08649,1.08776,7.377,1
2412589,3,1.08143,1.08253,1.08753,1.0887,7.27803,1
2412668,9,1.09319,1.09429,1.11502,1.11634,23.151,1
2412673,14,1.09794,1.09904,1.11971,1.12084,22.9007,1
2412708,10,1.11169,1.11279,1.13346,1.1346,22.9104,1
2412713,13,1.11446,1.11556,1.13628,1.1376,23.142,1
2412785,15,1.11535,1.11645,1.13712,1.13824,22.8898,1
2412801,3,1.12022,1.12132,1.12633,1.12748,7.25342,1
2412819,4,1.12981,1.13091,1.13592,1.13709,7.28038,1
2412833,12,1.1343,1.1354,1.15609,1.15726,22.9526,1
2412928,13,1.1368,1.1379,1.15859,1.15977,22.9721,1
2412938,15,1.14283,1.14393,1.1646,1.16571,22.8776,1
2412943,5,1.14564,1.14674,1.15175,1.15311,7.46365,1
2412948,15,1.14763,1.14873,1.18531,1.18657,38.9399,1
2413081,15,1.16912,1.17022,1.20599,1.20713,38.0137,1
2413086,0,1.17385,1.17495,1.17996,1.18116,7.31045,1
2413089,6,1.17408,1.17518,1.18018,1.18132,7.2409,1
2413142,8,1.18176,1.18286,1.18786,1.18906,7.30564,1
2413147,12,1.18322,1.18432,1.20501,1.20618,22.9634,1
2413201,3,1.18771,1.18881,1.19381,1.19495,7.23462,1
2413244,15,1.20485,1.20595,1.22666,1.22777,22.9222,1
2413287,10,1.2092,1.2103,1.23098,1.23213,22.9259,1
2413292,14,1.21034,1.21144,1.23214,1.23336,23.0186,1
2413297,9,1.21176,1.21286,1.23354,1.2347,22.9428,1
2413300,11,1.21193,1.21303,1.23371,1.23488,22.9509,1
2413307,3,1.21563,1.21673,1.22173,1.22291,7.27978,1
2413312,8,1.21803,1.21913,1.22413,1.22529,7.25983,1
2413315,15,1.21851,1.21961,1.24734,1.24851,30.0054,1
2413322,1,1.22116,1.22226,1.22726,1.2284,7.24796,1
2413348,8,1.22259,1.22369,1.22913,1.23024,7.64562,1
2413351,13,1.22282,1.22392,1.2446,1.24573,22.9153,1
2413375,13,1.22464,1.22574,1.26527,1.2664,41.7583,3
2413380,3,1.22591,1.22701,1.23201,1.23315,7.24267,1
2413383,5,1.2262,1.2273,1.2323,1.23345,7.25205,1
2413408,7,1.22865,1.22975,1.23475,1.23593,7.28169,1
2413431,13,1.23126,1.23236,1.28595,1.28712,55.857,3
2413441,13,1.23211,1.23321,1.30669,1.30811,76.0005,3
2413567,14,1.24138,1.24248,1.26316,1.26433,22.9545,1
2413606,4,1.25113,1.25223,1.25723,1.2584,7.27212,1
2413609,10,1.25205,1.25315,1.27384,1.27502,22.971,1
2413616,10,1.25531,1.25641,1.29451,1.29564,40.3322,1
2413619,13,1.25596,1.25706,1.32737,1.32851,72.5536,4
