Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.6756,22.8865,51.7746,120.0095,198.2564,262.4334,1.7569,30.4282,cephSimResult/latency/latency_0.900000_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6077,23.7194,22.8866,51.9666,119.272,205.1811,306.5598,1.7369,32.6405,cephSimResult/latency/latency_0.900000_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.8917,23.6903,22.8868,51.6122,121.4179,198.6631,279.7594,1.7925,31.8657,cephSimResult/latency/latency_0.900000_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.5423,23.6219,22.887,51.3383,121.672,193.6704,271.9798,1.7637,31.5946,cephSimResult/latency/latency_0.900000_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.0326,23.4803,22.8865,51.1291,116.7722,193.9488,278.5441,1.5925,31.5751,cephSimResult/latency/latency_0.900000_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6797,23.5524,22.8868,51.3221,117.9094,187.8688,278.7471,1.6588,29.8792,cephSimResult/latency/latency_0.900000_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.4146,23.4531,22.8865,51.1346,117.3055,186.3539,254.5473,1.5819,30.3384,cephSimResult/latency/latency_0.900000_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9583,23.6161,22.8867,51.5434,118.9254,188.2338,256.7533,1.7,30.2029,cephSimResult/latency/latency_0.900000_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9319,23.4993,22.8864,51.3023,116.3354,197.0594,268.217,1.6106,30.6839,cephSimResult/latency/latency_0.900000_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.2157,23.4849,22.8867,51.0277,117.1615,200.0312,295.5256,1.6131,31.6177,cephSimResult/latency/latency_0.900000_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.68069,31.08262,,
