Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
10.0261,15.8442,22.8789,23.0441,37.3425,46.6483,85.1507,0.005,71.8635,cephSimResult/latency/latency_10_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
10.0304,15.8443,22.879,23.0448,37.5372,45.2465,100.3942,0.01,60.3721,cephSimResult/latency/latency_10_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
9.9946,15.8509,22.8789,23.0428,37.2329,49.0983,88.1622,0.0063,80.3511,cephSimResult/latency/latency_10_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
9.9771,15.8504,22.879,23.0442,37.727,48.1466,85.1478,0.0044,65.1021,cephSimResult/latency/latency_10_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
10.0016,15.844,22.8787,23.0442,37.5525,44.0711,85.1244,0.005,68.7963,cephSimResult/latency/latency_10_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
10.034,15.8551,22.879,23.044,38.1645,49.4841,85.1162,0.0056,69.2397,cephSimResult/latency/latency_10_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
9.9707,15.8438,22.8788,23.0439,37.5789,49.0612,85.0891,0.0044,52.1393,cephSimResult/latency/latency_10_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
9.9979,15.8438,22.8791,23.0448,37.716,44.3827,85.1576,0.0044,76.2018,cephSimResult/latency/latency_10_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
9.9966,15.854,22.879,23.0445,37.553,47.9084,188.2377,0.0112,73.2652,cephSimResult/latency/latency_10_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
10.0108,15.8457,22.879,23.0446,37.9098,46.2153,85.1455,0.0044,75.8311,cephSimResult/latency/latency_10_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.00607,69.31622,,
