-3.0791042,0.06592974,0.3317669,0.38578165,0.50837386,0.41702545,1.7282064,0.40855256,-0.46865717,5.936324,8.938113,5.968627,11.242211,8.876684,6.6493716,5.8275003,9.598205,9.184357,26.722197,27.181587,26.64197,21.058594,76.29342,24.155968,55.872143
-3.4231005,0.15295897,0.85404164,0.7375724,1.0307645,0.313249,1.4989914,0.77927494,-0.0038392819,6.317406,9.053937,6.707126,12.042702,10.563403,6.5485244,6.324439,10.036876,10.264535,28.089031,28.398489,27.37337,20.346952,70.5647,23.705,50.946545
-2.2069283,-0.44320434,0.5929384,-0.06510541,0.7653213,0.4336537,2.1929386,-0.024102043,-0.1410843,6.3804364,9.110894,6.775618,11.815321,10.028813,7.1100326,6.531443,9.942628,9.668202,27.434362,26.635147,27.436415,20.945183,67.82986,23.55831,49.40059
-3.0791042,0.06566496,0.3317669,0.38578165,0.5086387,0.41702545,1.7271473,0.40828776,-0.46865717,5.916201,9.091684,5.9254684,11.234004,8.862387,6.599593,6.0668597,9.664135,9.048526,26.758205,27.95871,27.48317,20.963802,64.755974,24.404064,50.4569
-3.423117,0.15294243,0.85404164,0.7376386,1.0308472,0.3132821,1.4982963,0.7793246,-0.0038723792,6.304763,9.144474,6.681691,12.042884,10.557992,6.5063086,6.48041,10.090245,10.162728,28.010971,28.757694,27.935823,20.286667,64.53717,23.879406,48.72931
-2.2069323,-0.44320434,0.59295493,-0.06503094,0.7654248,0.4336537,2.192475,-0.024077222,-0.14110912,6.37016,9.175632,6.762296,11.812673,10.024858,7.07485,6.6341934,9.980458,9.636512,27.340813,26.852215,27.711966,20.853502,64.86113,23.74248,49.06034
-3.0791042,0.06566496,0.3317669,0.3860464,0.5086387,0.41702545,1.7271473,0.40855256,-0.4683924,5.888399,9.242079,5.9204373,11.243536,8.857091,6.392272,5.9450617,9.681345,8.991598,26.471716,27.113804,27.21945,20.934149,67.4403,24.375204,59.519196
-3.4230509,0.15294243,0.85414094,0.7376055,1.0308638,0.31316626,1.4984121,0.7792584,-0.0038392819,6.279526,9.231603,6.683429,12.052499,10.558075,6.273486,6.3961773,10.10648,10.131087,27.795574,28.181488,27.745697,20.281553,63.067753,23.798948,54.886425
-2.2069407,-0.44317538,0.5929508,-0.06504335,0.7657433,0.433662,2.1925247,-0.02409377,-0.14113395,6.3470416,9.255397,6.7567854,11.812541,10.019348,6.8759356,6.6216826,9.987244,9.625358,27.184893,26.702566,27.619774,20.798975,63.02677,23.76285,54.008034
-3.0791042,0.06540018,0.3317669,0.3860464,0.5086387,0.41702545,1.7274121,0.40855256,-0.4683924,5.909052,9.085859,5.8907824,11.328,8.930964,6.3771796,5.8870754,9.617269,8.968298,26.785744,27.453249,27.950502,21.39301,61.20742,23.899134,53.30565
-3.4231005,0.15294243,0.853992,0.737622,1.0308803,0.31319934,1.4985446,0.7792087,-0.003706893,6.2927485,9.150829,6.6578608,12.1015,10.609111,6.2610745,6.366208,10.069079,10.118361,27.915518,28.468409,28.246176,20.587288,60.494755,23.527748,52.43625
