Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.6674,22.8865,51.8428,119.5312,191.1657,250.6241,1.7263,29.9554,cephSimResult/latency/latency_0.500000_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6077,23.803,22.8867,52.0495,121.0728,207.4294,368.9875,1.8087,33.9662,cephSimResult/latency/latency_0.500000_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.8917,23.5786,22.8868,51.2327,118.79,207.1513,279.7346,1.66,33.6062,cephSimResult/latency/latency_0.500000_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.5423,23.6095,22.8869,51.4927,119.805,192.6973,249.2348,1.7163,30.6011,cephSimResult/latency/latency_0.500000_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.0326,23.5744,22.8865,51.2963,119.3192,197.8747,296.8038,1.6531,33.8616,cephSimResult/latency/latency_0.500000_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6797,23.6264,22.8867,51.3991,120.5902,195.0468,265.5127,1.7138,31.9047,cephSimResult/latency/latency_0.500000_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.4146,23.4901,22.8865,51.0944,118.8897,190.3253,244.8369,1.6287,30.6524,cephSimResult/latency/latency_0.500000_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9583,23.7348,22.8868,51.4431,122.2071,209.8022,283.295,1.775,34.5022,cephSimResult/latency/latency_0.500000_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9319,23.5439,22.8864,51.1,117.8372,204.2732,278.1221,1.6725,31.5794,cephSimResult/latency/latency_0.500000_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.2157,23.5752,22.8868,50.9418,119.9911,208.2915,301.7174,1.6962,35.2382,cephSimResult/latency/latency_0.500000_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.70506,32.58674,,
