Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
401.0455,16.9686,7.3675,37.6074,98.7322,183.5411,277.4252,0.8819,31.4396,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
401.2154,16.8631,7.3686,37.3612,97.77,168.9113,268.1334,0.8556,27.286,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
399.7835,16.8231,7.3654,37.3955,98.4034,160.3756,254.3217,0.8744,24.6162,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
399.0845,16.6794,7.3667,36.8172,96.144,156.9535,229.6501,0.7856,25.5587,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
400.0651,16.9436,7.3678,37.3218,99.9168,169.9883,262.5715,0.9125,28.1671,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
401.3594,16.9025,7.3673,37.4274,97.9314,177.1443,279.5701,0.8644,30.7585,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
398.8292,17.0675,7.3669,37.6408,102.0214,180.2949,263.7263,0.9781,29.3295,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
399.9166,16.8613,7.3674,37.7029,95.8504,156.7649,262.1953,0.7638,25.7838,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
399.8637,16.8626,7.3657,37.5723,97.4682,172.7611,243.7296,0.8181,29.7262,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
400.4314,17.0082,7.3685,37.6962,101.0977,170.1738,249.4243,0.95,26.9116,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.86844,27.95772,,
