Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.6258,22.8865,51.5764,119.188,196.1497,299.7142,1.6675,32.8808,cephSimResult/latency/latency_0.300000_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6077,23.7319,22.8867,52.0454,120.2966,195.7891,262.5099,1.7525,31.9052,cephSimResult/latency/latency_0.300000_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.8917,23.5497,22.8867,51.2305,119.3614,193.533,262.466,1.7119,31.3865,cephSimResult/latency/latency_0.300000_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.5423,23.5835,22.8869,51.2935,119.9545,196.2846,254.9393,1.72,31.5225,cephSimResult/latency/latency_0.300000_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.0326,23.5421,22.8866,51.3626,117.8193,194.186,273.8236,1.6313,32.4761,cephSimResult/latency/latency_0.300000_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6797,23.5697,22.8868,51.4049,118.485,187.1495,263.1997,1.6825,29.2967,cephSimResult/latency/latency_0.300000_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.4146,23.5062,22.8865,51.075,117.8683,191.906,287.1664,1.6275,31.8317,cephSimResult/latency/latency_0.300000_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9583,23.6807,22.8867,51.5252,121.1647,201.1953,260.8892,1.7375,33.3529,cephSimResult/latency/latency_0.300000_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9319,23.5168,22.8864,51.0709,118.2525,197.987,275.1434,1.665,31.2814,cephSimResult/latency/latency_0.300000_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.2157,23.4058,22.8867,50.608,117.6375,196.4636,276.806,1.6162,31.9522,cephSimResult/latency/latency_0.300000_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.68119,31.7886,,
