Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
201.5317,13.4931,7.3296,23.086,50.3983,79.4819,115.0176,0.02,30.1991,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.9318,13.4658,7.3316,23.0845,49.1516,75.9114,96.4953,0.005,0.6746,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.8227,13.5416,7.3323,23.0828,49.7237,89.6626,133.5264,0.035,16.0042,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
198.6664,13.5302,7.3296,23.0937,49.8708,85.0224,115.951,0.025,9.4596,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
198.4219,13.4391,7.3312,23.0745,49.4406,80.4764,172.999,0.02,58.8086,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
201.531,13.5903,7.3305,23.0806,49.9855,84.8845,176.8582,0.05,36.2392,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
198.1663,13.5219,7.3298,23.0797,51.628,83.7728,171.2828,0.035,35.961,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.7094,13.4765,7.3291,23.0791,49.8439,83.4522,188.2544,0.035,41.4494,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
198.2688,13.4921,7.3301,23.0839,48.9324,76.5167,95.9672,0.005,5.1069,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
198.1287,13.4547,7.3297,23.078,50.0873,85.1398,188.2513,0.04,36.6792,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.027,27.05818,,
