Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
250.6534,35.5647,22.8918,90.6255,246.7659,488.6808,801.393,8.0269,62.7017,cephSimResult/latency/latency_250_000.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
250.7596,35.4702,22.8922,92.8048,244.3721,403.9738,599.2252,8.3644,57.5446,cephSimResult/latency/latency_250_001.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
249.8647,35.3533,22.8925,91.3908,242.0285,424.9156,648.5439,8.1994,59.0537,cephSimResult/latency/latency_250_002.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
249.4278,34.5586,22.8922,88.8756,233.4827,416.8877,646.5597,7.6894,56.1669,cephSimResult/latency/latency_250_003.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
250.0407,34.7966,22.8919,88.8621,236.2572,447.7902,682.6164,7.7094,59.2286,cephSimResult/latency/latency_250_004.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
250.8496,35.2719,22.8917,90.1769,247.6699,417.8131,648.0247,7.9169,61.3471,cephSimResult/latency/latency_250_005.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
249.2683,34.7495,22.8916,88.8717,241.4073,436.9734,682.3123,7.7162,59.2824,cephSimResult/latency/latency_250_006.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
249.9478,36.2892,22.8919,92.1885,261.9212,520.8817,819.5468,8.3381,66.7494,cephSimResult/latency/latency_250_007.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
249.9148,34.8098,22.8916,88.9082,234.2697,469.0847,695.2259,7.7494,59.0808,cephSimResult/latency/latency_250_008.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
250.2696,35.1482,22.8922,88.8004,245.4276,477.5436,822.1179,7.7325,62.4182,cephSimResult/latency/latency_250_009.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,7.94426,60.35734,,
