Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
300.7841,14.7999,7.3466,28.0088,67.5041,109.0497,181.1678,0.1606,19.1817,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
300.9115,14.7905,7.346,27.5312,68.2006,119.305,188.2647,0.2031,25.6858,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
299.8376,14.8128,7.3467,27.7445,67.9103,114.8167,201.9332,0.1737,26.2222,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
299.3134,14.6506,7.347,27.1528,64.9206,106.1067,166.7369,0.1356,21.1261,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
300.0489,14.7434,7.3466,27.5255,66.4857,115.6441,194.2115,0.1713,26.0566,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
301.0195,14.6873,7.3465,27.2932,66.1961,108.3882,177.8321,0.1444,20.3073,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
299.1219,14.7189,7.3464,27.718,65.6691,105.9777,179.6776,0.1381,22.1098,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
299.9374,14.6808,7.3471,27.264,65.6918,109.8053,188.2674,0.1419,22.8796,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
299.8978,14.7351,7.3469,27.7712,66.255,108.3855,200.1201,0.1531,25.8065,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
300.3235,14.6607,7.3459,27.2275,65.2086,105.377,137.7636,0.1169,16.5977,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.15387,22.59733,,
