Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,13.5924,7.3318,23.0894,50.2995,84.9059,131.5129,0.0387,20.2261,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.6077,13.625,7.3321,23.0926,51.1946,83.7667,127.8951,0.0275,30.3678,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.8917,13.5824,7.3322,23.0872,50.0155,82.4987,124.6841,0.0269,26.3436,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.5423,13.5812,7.3322,23.0881,50.6614,83.6841,113.1205,0.0238,16.2278,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.0326,13.5222,7.3313,23.0818,49.8794,84.9117,138.2817,0.0262,36.39,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.6797,13.6017,7.3309,23.0904,50.8956,84.9211,134.4231,0.0331,28.5258,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.4146,13.6436,7.3323,23.0895,51.3193,86.4606,152.8862,0.0431,28.4365,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.9583,13.5587,7.3323,23.0889,49.9617,80.6331,138.8404,0.0219,40.8436,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
199.9319,13.5542,7.3314,23.0902,50.0474,80.4704,106.1386,0.0163,16.8047,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
200.2157,13.6028,7.3316,23.091,50.783,83.3107,113.3483,0.0256,18.2538,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,,0.02831,26.24197,,
