packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
2417448,5,1,1.0011,1.0111,1.01227,12.2746,1
2417453,15,1.00274,1.00384,1.02451,1.02562,22.8817,1
2417479,2,1.01306,1.01416,1.01916,1.02041,7.35637,1
2417484,1,1.0164,1.0175,1.0225,1.02363,7.23108,1
2417489,7,1.01837,1.01948,1.02448,1.02576,7.38921,1
2417610,4,1.03377,1.03487,1.03987,1.04102,7.24574,1
2417628,1,1.04527,1.04637,1.05137,1.05252,7.2514,1
2417633,2,1.04643,1.04753,1.05254,1.0538,7.36709,1
2417636,13,1.04656,1.04766,1.06833,1.06947,22.9121,1
2417656,12,1.05181,1.05291,1.07359,1.07474,22.9331,1
2417710,7,1.06446,1.06556,1.07056,1.07184,7.38841,1
2417724,3,1.06968,1.07078,1.07578,1.07691,7.22599,1
2417786,5,1.07093,1.07203,1.07703,1.07815,7.22381,1
2417791,15,1.07247,1.07357,1.09426,1.09546,22.9964,1
2417813,15,1.07381,1.07491,1.11494,1.11611,42.3056,1
2417828,1,1.08194,1.08304,1.08805,1.08918,7.23551,1
2417833,1,1.08462,1.08572,1.09306,1.09441,9.79158,1
2417847,2,1.08918,1.09028,1.09528,1.09643,7.25631,1
2417852,13,1.09052,1.09162,1.11231,1.11352,23.0014,1
2417984,0,1.10614,1.10724,1.11225,1.11357,7.42992,1
2417989,3,1.10758,1.10868,1.11368,1.11478,7.20324,1
2418101,9,1.11395,1.11505,1.13576,1.13707,23.1239,1
2418127,14,1.11598,1.11709,1.13776,1.13889,22.9,1
2418132,10,1.12402,1.12512,1.1458,1.14697,22.9499,1
2418137,13,1.12714,1.12824,1.14892,1.15007,22.9288,1
2418216,15,1.14213,1.14323,1.16392,1.16512,22.9876,1
2418221,3,1.1452,1.1463,1.1513,1.15248,7.2785,1
2418247,4,1.14825,1.14935,1.15436,1.15559,7.33388,1
2418250,12,1.14856,1.14966,1.17033,1.17144,22.882,1
2418291,13,1.15284,1.15394,1.17462,1.17577,22.9274,1
2418333,15,1.15915,1.16025,1.1846,1.18574,26.5907,1
2418367,5,1.16877,1.16987,1.17487,1.17601,7.23978,1
2418370,15,1.16905,1.17015,1.20528,1.20643,37.3819,1
2418382,15,1.17222,1.17332,1.22595,1.22705,54.8307,2
2418409,0,1.17804,1.17914,1.18415,1.18532,7.27688,1
2418414,6,1.18191,1.18301,1.18802,1.18916,7.24694,1
2418453,8,1.18781,1.18891,1.19392,1.1953,7.49077,1
2418569,12,1.20552,1.20662,1.22729,1.22839,22.8767,1
2418574,3,1.21065,1.21175,1.21676,1.2179,7.25033,1
2418579,15,1.21643,1.21753,1.26729,1.26843,51.9959,1
2418597,10,1.21967,1.22077,1.24145,1.24261,22.9387,1
2418602,14,1.22099,1.22209,1.24279,1.24401,23.0171,1
2418607,9,1.22533,1.22643,1.24711,1.24826,22.9326,1
2418615,11,1.22613,1.22723,1.24791,1.24907,22.9437,1
2418627,3,1.23055,1.23165,1.23665,1.23778,7.22781,1
2418632,8,1.23229,1.23339,1.23839,1.23953,7.23596,1
2418709,15,1.24412,1.24522,1.28797,1.2891,44.9831,1
2418712,1,1.24421,1.24531,1.25032,1.25161,7.40446,1
2418719,8,1.24684,1.24794,1.25295,1.2543,7.46313,1
2418819,13,1.25137,1.25247,1.27317,1.27439,23.0204,1
