Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
201.5317,22.5285,22.8818,48.1718,106.9406,185.8774,272.1505,1.16,25.6309,cephSimResult/latency/latency_20000_000.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9318,23.033,22.8816,49.627,115.5367,182.5089,225.0442,1.45,22.0038,cephSimResult/latency/latency_20000_001.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.8227,22.7278,22.8833,48.978,110.2625,173.26,264.2486,1.3,22.4153,cephSimResult/latency/latency_20000_002.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
198.6664,22.5187,22.8824,48.7181,106.9867,178.806,208.6177,1.225,22.0198,cephSimResult/latency/latency_20000_003.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
198.4219,22.4072,22.8827,48.6739,102.6883,158.4844,224.5641,0.98,19.9615,cephSimResult/latency/latency_20000_004.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
201.531,23.1625,22.8827,50.5783,113.5482,190.109,318.7657,1.425,29.3857,cephSimResult/latency/latency_20000_005.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
198.1663,22.7303,22.882,48.3773,110.9029,208.6616,285.7051,1.24,32.8736,cephSimResult/latency/latency_20000_006.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.7094,22.9985,22.8822,49.9518,114.3524,177.4488,256.3175,1.55,22.767,cephSimResult/latency/latency_20000_007.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
198.2688,22.4197,22.8823,48.1412,104.2565,158.5104,226.7785,1.07,19.3076,cephSimResult/latency/latency_20000_008.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
198.1287,22.5431,22.8823,48.0101,110.4472,179.0744,255.39,1.29,26.0368,cephSimResult/latency/latency_20000_009.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.269,24.2402,,
