packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
4820672,5,1,1.0011,1.0061,1.00724,7.23606,1
4820677,14,1.00168,1.00278,1.02345,1.0246,22.9182,1
4820691,2,1.01237,1.01347,1.01847,1.01966,7.29012,1
4820694,1,1.01268,1.01378,1.01878,1.01996,7.28576,1
4820701,7,1.01839,1.01949,1.02449,1.02562,7.23471,1
4820778,4,1.02479,1.02589,1.03089,1.03212,7.33072,1
4820820,1,1.03815,1.03925,1.04425,1.04539,7.23973,1
4820825,1,1.04298,1.04408,1.04925,1.05045,7.47266,1
4820828,0,1.04304,1.04414,1.04914,1.0503,7.26756,1
4820831,12,1.04305,1.04415,1.06485,1.06607,23.0147,1
4820899,6,1.05147,1.05257,1.05757,1.05872,7.25319,1
4820904,4,1.0537,1.0548,1.0598,1.06094,7.23875,1
4820931,5,1.06092,1.06202,1.06702,1.06819,7.27045,1
4820994,15,1.07756,1.07866,1.09934,1.10048,22.9212,1
4820999,2,1.09003,1.09113,1.09613,1.09726,7.22667,1
4821004,1,1.09113,1.09223,1.09724,1.09849,7.35555,1
4821072,1,1.11435,1.11545,1.12045,1.12159,7.23809,1
4821086,2,1.12583,1.12693,1.13193,1.1331,7.26691,1
4821089,13,1.1262,1.1273,1.14797,1.14908,22.8875,1
4821092,0,1.12626,1.12736,1.13236,1.13354,7.27799,1
4821101,3,1.12986,1.13096,1.13596,1.13713,7.27244,1
4821144,2,1.13277,1.13387,1.13888,1.14006,7.28628,1
4821149,0,1.13404,1.13514,1.14014,1.14125,7.21309,1
4821205,10,1.14137,1.14247,1.16315,1.16428,22.9139,1
4821210,13,1.14491,1.14601,1.16865,1.16979,24.8752,1
4821215,15,1.14667,1.14777,1.16844,1.16956,22.8953,1
4821225,6,1.15621,1.15731,1.16232,1.16347,7.25549,1
4821261,4,1.16862,1.16972,1.17472,1.17586,7.24391,1
4821279,6,1.17306,1.17416,1.17916,1.18033,7.26892,1
4821297,13,1.17837,1.17947,1.20016,1.20135,22.9757,1
4821323,15,1.17971,1.18081,1.20149,1.20261,22.8968,1
4821328,5,1.18191,1.18302,1.18802,1.18925,7.33338,1
4821370,15,1.19003,1.19113,1.22217,1.22337,33.3409,1
4821375,4,1.1937,1.1948,1.19982,1.20125,7.54684,1
4821380,0,1.19739,1.19849,1.20349,1.20467,7.28079,1
4821511,6,1.20039,1.20149,1.20649,1.20762,7.2367,1
4821555,8,1.21729,1.21839,1.2234,1.22456,7.2634,1
4821606,12,1.22381,1.22491,1.24559,1.24676,22.9562,1
4821611,6,1.22658,1.22768,1.23268,1.23384,7.26138,1
4821633,15,1.23626,1.23736,1.25804,1.25923,22.9792,1
4821638,6,1.23803,1.23913,1.24414,1.24531,7.27974,1
4821643,14,1.23955,1.24065,1.26133,1.26248,22.9258,1
4821690,4,1.24885,1.24995,1.25496,1.25619,7.33692,1
4821695,1,1.25147,1.25257,1.25758,1.25874,7.27215,1
4821700,1,1.25303,1.25413,1.26258,1.26375,10.7264,1
4821703,8,1.25353,1.25463,1.25963,1.26083,7.29648,1
4821751,15,1.25586,1.25696,1.27874,1.27998,24.114,1
4821754,1,1.25667,1.25777,1.26758,1.26876,12.0883,1
4821811,8,1.25833,1.25943,1.26464,1.2658,7.47161,1
4821858,13,1.2619,1.263,1.28368,1.28484,22.9419,1
4821884,13,1.26363,1.26473,1.30436,1.3055,41.8748,1
4821927,3,1.26824,1.26934,1.27435,1.27561,7.36844,1
4821932,5,1.26966,1.27077,1.27577,1.27697,7.30759,1
4821937,7,1.27201,1.27311,1.27811,1.2793,7.29272,1
4821940,1,1.27202,1.27312,1.27813,1.27929,7.27023,1
4821943,13,1.27286,1.27396,1.32506,1.32634,53.4834,2
4822121,14,1.27956,1.28066,1.30134,1.3025,22.9456,1
4822143,4,1.28635,1.28745,1.29245,1.29361,7.26676,1
4822146,2,1.28677,1.28787,1.29287,1.29399,7.22328,1
4822153,10,1.28976,1.29086,1.31154,1.31264,22.8786,1
4822158,0,1.29217,1.29327,1.29828,1.29947,7.29784,1
4822185,2,1.29354,1.29464,1.29964,1.30081,7.2709,1
4822190,13,1.29641,1.29751,1.34573,1.34684,50.4275,2
4822193,0,1.2969,1.298,1.30328,1.3045,7.59982,1
4822300,3,1.30378,1.30488,1.3099,1.3115,7.72027,1
4822318,9,1.30519,1.30629,1.32697,1.32813,22.935,1
4822321,0,1.30535,1.30646,1.31146,1.31266,7.30046,1
4822515,10,1.3133,1.3144,1.3351,1.33633,23.0322,1
4822520,0,1.31536,1.31646,1.32146,1.32262,7.25918,1
4822523,13,1.31575,1.31685,1.36642,1.36759,51.8319,2
4822530,1,1.31875,1.31985,1.32485,1.32606,7.31252,1
4822552,4,1.32355,1.32465,1.32966,1.33084,7.2911,1
4822643,15,1.32639,1.32749,1.34817,1.34936,22.9711,1
4822663,1,1.32715,1.32825,1.33325,1.33441,7.25654,1
4822668,4,1.32752,1.32862,1.33466,1.33585,8.32805,1
4822673,5,1.32822,1.32932,1.33432,1.33546,7.24299,1
4822705,0,1.33202,1.33312,1.33812,1.33928,7.26818,1
4822810,7,1.33762,1.33872,1.34372,1.34487,7.25032,1
4822836,4,1.34064,1.34174,1.34674,1.34788,7.24137,1
4822854,4,1.34521,1.34631,1.35175,1.35293,7.71339,1
4822902,6,1.35163,1.35273,1.35773,1.3589,7.27304,1
4822932,4,1.35286,1.35396,1.35897,1.3601,7.23552,1
4822935,1,1.3532,1.3543,1.3593,1.36045,7.25539,1
4822942,0,1.35583,1.35694,1.36194,1.36305,7.21078,1
4822968,15,1.35832,1.35942,1.3801,1.38124,22.9214,1
4822999,7,1.36131,1.36241,1.36741,1.36856,7.25046,1
4823009,13,1.36343,1.36453,1.3871,1.38825,24.8177,1
4823048,4,1.36942,1.37052,1.37552,1.37665,7.23301,1
4823051,1,1.37006,1.37116,1.37617,1.37731,7.2475,1
4823093,7,1.38153,1.38263,1.38763,1.38885,7.32065,1
4823098,4,1.38368,1.38478,1.38979,1.39106,7.38117,1
4823206,8,1.39152,1.39262,1.39762,1.39876,7.24477,1
4823211,5,1.3953,1.3964,1.4014,1.40251,7.21145,1
4823229,0,1.39911,1.40021,1.40521,1.40642,7.313,1
4823237,13,1.40145,1.40255,1.42326,1.42453,23.0774,1
4823277,0,1.40922,1.41032,1.41532,1.41648,7.26478,1
4823282,4,1.41184,1.41294,1.41794,1.4191,7.25916,1
4823285,2,1.41244,1.41354,1.41855,1.41976,7.31934,1
4823292,14,1.41451,1.41561,1.43629,1.43745,22.9432,1
4823417,1,1.4329,1.434,1.439,1.4402,7.30517,1
4823420,2,1.43357,1.43467,1.43967,1.44089,7.32207,1
4823510,8,1.4424,1.4435,1.4485,1.44963,7.23224,1
4823524,13,1.45004,1.45115,1.47182,1.47293,22.8846,1
4823529,6,1.45608,1.45718,1.46219,1.46334,7.25605,1
4823532,12,1.45634,1.45744,1.47817,1.47952,23.1773,1
4823539,14,1.45875,1.45985,1.48053,1.48166,22.9072,1
4823561,13,1.46451,1.46561,1.4925,1.49369,29.1806,1
4823566,13,1.46621,1.46731,1.51318,1.51431,48.1037,2
4823569,3,1.46652,1.46762,1.47263,1.47389,7.3661,1
4823630,15,1.47691,1.47801,1.49873,1.50004,23.1365,1
4823633,14,1.47702,1.47812,1.5012,1.5023,25.281,1
4823726,8,1.4811,1.4822,1.48721,1.48843,7.32966,1
4823731,13,1.48294,1.48404,1.53387,1.53506,52.1283,2
4823798,4,1.49285,1.49395,1.49896,1.5002,7.35195,1
4823918,3,1.50809,1.50919,1.51419,1.51531,7.22757,1
4823923,9,1.51169,1.51279,1.53348,1.53464,22.945,1
4823946,6,1.51507,1.51617,1.52117,1.52227,7.20289,1
4823951,1,1.5163,1.5174,1.5224,1.52354,7.23539,1
4823961,10,1.52133,1.52243,1.5431,1.54422,22.8896,1
4823975,4,1.5259,1.527,1.532,1.5331,7.20617,1
