0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,7.498263,7.886157,7.269717,7.587369,7.630715,7.639800,7.289558,7.327303,7.546967,26.087452,22.906184,22.951356,25.806963,24.252188,25.161220,24.950866
0,0,0,0,0,0,0,0,0,7.465522,7.553661,7.298247,7.420321,7.583427,7.570673,7.751281,7.435947,7.530111,22.999259,24.410325,22.938136,30.715070,32.285899,23.578442,23.924336
0,0,0,0,0,0,0,0,0,7.324363,7.381835,8.037574,7.541576,7.262151,7.791559,7.270285,7.653323,8.464101,22.944464,28.323857,22.929934,24.037204,25.054583,22.955315,30.114632
0,0,0,0,0,0,0,0,0,7.504157,7.270285,7.641621,7.548081,7.290123,7.302274,7.413067,7.652195,7.995151,22.960387,25.615201,26.983225,22.948837,29.049253,25.472594,28.601016
0,0,0,0,0,0,0,0,0,7.493324,7.398047,7.286932,7.299716,7.773268,7.598534,7.290498,7.845440,7.860649,22.948215,22.982946,25.507709,24.203940,26.043665,23.955646,32.574351
0,0,0,0,0,0,0,0,0,7.331718,7.620795,8.484109,7.261513,7.616469,7.384268,7.360776,7.323160,7.927240,23.468687,22.977376,22.910312,25.088992,26.256909,23.220109,24.307156
0,0,0,0,0,0,0,0,0,7.657132,7.278062,7.279603,7.260008,7.601241,7.693380,7.621479,10.342652,7.291360,22.930462,25.289558,22.947849,27.585654,26.480535,25.199581,27.483695
0,0,0,0,0,0,0,0,0,7.326059,7.421597,7.316426,7.538480,7.685759,7.831046,7.306133,7.295829,7.780369,22.955134,23.171001,22.945131,24.493097,28.055058,23.177275,25.067123
0,0,0,0,0,0,0,0,0,7.814512,8.314789,7.310988,7.274933,7.587114,8.964546,7.342349,8.792590,7.725972,28.103254,24.470030,23.734361,22.956509,31.813197,22.958531,33.882255
0,0,0,0,0,0,0,0,0,8.027111,7.972705,7.256464,8.092445,7.279307,7.331267,8.313175,7.302680,7.892909,23.521474,23.228379,0,22.919535,29.162266,29.818710,29.338924
0,0,0,0,0,0,0,0,0,7.769665,7.278297,7.321094,7.324054,7.257217,7.361730,8.081754,7.876366,8.088494,24.573175,26.440384,31.984835,22.942800,27.270740,22.926003,25.142929
0,0,0,0,0,0,0,0,0,7.531179,7.502071,7.244723,7.701383,7.809049,7.283281,7.276306,7.292216,7.873184,22.984540,22.919142,22.972170,22.957069,29.271458,26.271387,27.166291
0,0,0,0,0,0,0,0,0,7.618550,7.535558,7.289013,7.694453,8.911829,7.289037,7.726435,7.311696,7.502156,23.046443,24.025800,22.935003,28.288262,25.677079,26.208736,25.544296
0,0,0,0,0,0,0,0,0,7.342204,7.271475,7.305205,7.546584,7.828583,7.331231,7.747641,8.163128,7.335666,24.107309,22.973271,27.105370,22.940778,23.434738,22.955358,24.289544
0,0,0,0,0,0,0,0,0,7.418847,7.940605,7.298830,7.275253,7.282118,7.302363,7.390710,7.597347,7.923013,29.483039,22.948838,22.902302,30.221164,26.256246,25.831998,29.753272
