packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
7236664,5,1,1.0011,1.0061,1.0072,7.2028,1
7236669,15,1.00181,1.00291,1.0236,1.02482,23.0163,1
7236679,2,1.01149,1.01259,1.0176,1.01882,7.33313,1
7236684,1,1.01523,1.01633,1.02133,1.0225,7.27286,1
7236687,7,1.01525,1.01635,1.02135,1.02248,7.22773,1
7236694,4,1.01722,1.01832,1.02332,1.02444,7.22602,1
7236808,1,1.02399,1.02509,1.03009,1.03122,7.22948,1
7236813,2,1.03001,1.03111,1.03611,1.03723,7.22882,1
7236825,13,1.03056,1.03166,1.05233,1.05348,22.9199,1
7236841,12,1.03929,1.04039,1.06107,1.06222,22.9244,1
7236846,7,1.04892,1.05002,1.05502,1.05623,7.31783,1
7236851,3,1.05035,1.05145,1.05645,1.05767,7.32217,1
7236869,5,1.05354,1.05464,1.05965,1.06078,7.23632,1
7236966,15,1.07261,1.07371,1.09439,1.09552,22.9103,1
7236971,15,1.07576,1.07686,1.11506,1.1162,40.4428,1
7236974,1,1.07617,1.07727,1.08227,1.0835,7.33399,1
7237018,1,1.08358,1.08468,1.08969,1.09083,7.24576,1
7237023,2,1.08738,1.08848,1.09348,1.09461,7.23391,1
7237041,13,1.09159,1.09269,1.11336,1.11448,22.8899,1
7237044,0,1.0925,1.0936,1.0986,1.09975,7.24824,1
7237082,3,1.09964,1.10074,1.10574,1.10687,7.23068,1
7237087,9,1.10157,1.10267,1.12338,1.12468,23.1067,1
7237092,14,1.10359,1.10469,1.12536,1.12648,22.8885,1
7237120,10,1.12301,1.12411,1.1448,1.14603,23.0191,1
7237123,13,1.12336,1.12446,1.14518,1.14651,23.1505,1
7237196,15,1.12584,1.12694,1.14762,1.14877,22.9326,1
7237199,3,1.12599,1.12709,1.1321,1.13333,7.33648,1
7237247,4,1.13333,1.13443,1.13944,1.14059,7.25295,1
7237250,12,1.13397,1.13507,1.15574,1.15684,22.8715,1
7237257,13,1.13618,1.13728,1.16586,1.16698,30.8023,1
7237398,15,1.15163,1.15273,1.17341,1.17454,22.9072,1
7237417,5,1.16772,1.16882,1.17382,1.17499,7.27468,1
7237422,15,1.17338,1.17448,1.19516,1.1963,22.9233,1
7237457,15,1.17487,1.17597,1.21586,1.21709,42.2209,1
7237462,0,1.17696,1.17806,1.18306,1.18422,7.25593,1
7237467,6,1.178,1.1791,1.1841,1.18526,7.25993,1
7237506,8,1.19155,1.19265,1.19765,1.19883,7.285,1
7237511,12,1.19449,1.19559,1.21627,1.21739,22.9018,1
7237554,3,1.19856,1.19966,1.20466,1.20577,7.208,1
7237559,15,1.19979,1.20089,1.23654,1.23768,37.8857,1
7237619,10,1.22732,1.22842,1.24909,1.25021,22.8911,1
7237624,14,1.22844,1.22954,1.25022,1.25138,22.9453,1
7237642,9,1.23982,1.24092,1.2616,1.26275,22.9247,1
7237669,11,1.2543,1.2554,1.27607,1.27717,22.8754,1
7237692,3,1.28904,1.29014,1.29514,1.29631,7.26916,1
7237718,8,1.29671,1.29781,1.30281,1.30392,7.21131,1
7237723,15,1.29999,1.30109,1.3218,1.32307,23.0784,1
7237733,1,1.30598,1.30708,1.31208,1.3132,7.2226,1
7237736,8,1.30606,1.30716,1.31217,1.31354,7.48589,1
7237743,13,1.3099,1.311,1.33168,1.33279,22.8895,1
7237838,13,1.31708,1.31819,1.35237,1.35357,36.4857,1
7237843,3,1.31951,1.32061,1.32561,1.32674,7.23132,1
7237846,5,1.32013,1.32123,1.32623,1.32734,7.2065,1
7237920,7,1.33073,1.33183,1.33683,1.33798,7.25494,1
7237976,13,1.36476,1.36586,1.38656,1.38779,23.0271,1
7237979,13,1.36561,1.36671,1.40724,1.40839,42.7768,1
7237986,14,1.38157,1.38267,1.40335,1.40449,22.9223,1
7237991,4,1.38297,1.38407,1.38908,1.39029,7.3176,1
7237996,10,1.38638,1.38748,1.40818,1.40941,23.0282,1
7238075,10,1.39268,1.39378,1.4289,1.43024,37.5629,1
7238151,13,1.40894,1.41004,1.43072,1.4319,22.9609,1
7238156,2,1.41041,1.41151,1.41651,1.41765,7.23656,1
7238170,13,1.41685,1.41796,1.45141,1.4526,35.7457,1
7238175,5,1.41865,1.41975,1.42475,1.42596,7.31217,1
7238178,12,1.41945,1.42056,1.44125,1.44248,23.0271,1
7238312,9,1.43117,1.43227,1.45295,1.4541,22.9284,1
7238315,13,1.4313,1.4324,1.47211,1.47333,42.0238,1
7238363,10,1.44952,1.45062,1.4713,1.47249,22.9774,1
7238406,0,1.45819,1.45929,1.4643,1.46545,7.25398,1
7238411,13,1.46252,1.46362,1.49278,1.4939,31.3835,1
7238414,1,1.46329,1.46439,1.4694,1.47064,7.34787,1
7238438,3,1.4676,1.4687,1.47371,1.47491,7.30526,1
7238443,15,1.46925,1.47035,1.49103,1.49217,22.9237,1
7238584,5,1.47785,1.47895,1.48395,1.48518,7.33089,1
7238587,7,1.47835,1.47945,1.48446,1.48569,7.33417,1
7238594,5,1.48115,1.48225,1.48895,1.49009,8.93652,1
7238597,0,1.48153,1.48263,1.48764,1.48879,7.26146,1
7238600,10,1.48161,1.48271,1.50339,1.50451,22.9031,1
7238609,4,1.48334,1.48444,1.48944,1.4906,7.2576,1
7238688,4,1.48507,1.48617,1.49444,1.49557,10.4966,1
7238701,6,1.48767,1.48877,1.49378,1.4951,7.42714,1
7238812,4,1.49401,1.49511,1.50011,1.50123,7.21382,1
7238838,15,1.49798,1.49908,1.51975,1.52088,22.9027,1
7238857,0,1.51154,1.51264,1.51764,1.5188,7.25908,1
7238862,15,1.51661,1.51771,1.54044,1.5416,24.9898,1
7238865,13,1.51679,1.51789,1.53858,1.53978,22.9905,1
7238898,13,1.52073,1.52183,1.55927,1.56048,39.7492,1
7238901,4,1.52147,1.52257,1.52758,1.52875,7.27823,1
7238979,1,1.54292,1.54402,1.54902,1.55017,7.2523,1
7238997,7,1.55112,1.55222,1.55722,1.55842,7.30434,1
7239002,12,1.55388,1.55498,1.57566,1.57679,22.9069,1
7239005,8,1.55464,1.55574,1.56075,1.56188,7.23392,1
7239083,5,1.56891,1.57001,1.57501,1.57621,7.3065,1
7239117,0,1.5753,1.5764,1.5814,1.58262,7.32043,1
7239131,13,1.5799,1.58101,1.60168,1.60283,22.9277,1
7239169,0,1.58161,1.58271,1.58771,1.58896,7.35735,1
7239174,4,1.58667,1.58778,1.59278,1.59388,7.2087,1
7239224,2,1.58837,1.58947,1.59447,1.59564,7.27438,1
7239227,13,1.58868,1.58978,1.62237,1.62357,34.8928,1
7239260,1,1.59753,1.59863,1.60364,1.60483,7.29444,1
7239307,13,1.60398,1.60508,1.64304,1.64415,40.1629,1
7239312,8,1.60992,1.61102,1.61602,1.61716,7.23224,1
7239317,13,1.61531,1.61641,1.66374,1.66497,49.6629,2
7239331,6,1.61985,1.62095,1.62595,1.62707,7.22265,1
7239365,12,1.62359,1.62469,1.64539,1.64659,22.9965,1
7239373,12,1.62598,1.62708,1.66609,1.66736,41.3833,1
