Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
501.3069,24.309,7.4299,56.6089,202.3244,450.9719,738.2844,4.2269,66.8787,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
501.5192,24.1614,7.431,57.7255,192.7059,338.1698,550.465,4.665,52.815,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
499.7294,24.147,7.4346,57.9587,190.3604,371.8249,566.3903,4.475,53.6082,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
498.8556,24.7268,7.4321,57.7684,209.6004,446.5291,704.8699,4.4713,66.1259,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
500.0814,23.7292,7.4302,55.2299,190.6105,401.9346,645.3341,4.07,59.7455,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
501.6992,24.7258,7.431,59.1275,206.6598,372.6275,595.8993,4.7856,58.7018,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
498.5366,23.2722,7.4275,55.8679,179.0554,334.4962,539.8011,3.9569,51.3696,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
499.8957,24.6989,7.4309,57.6604,211.6141,411.5096,631.4782,4.6094,63.7901,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
499.8296,23.5129,7.4329,56.1466,179.6573,355.3546,609.1961,4.0556,53.3626,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
500.5392,22.6428,7.4262,54.262,166.4532,301.8431,472.3484,3.69,45.2231,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,4.30057,57.16205,,
