Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.6027,22.8865,51.5541,119.0092,195.4843,266.6223,1.6831,31.2349,cephSimResult/latency/latency_0.100000_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6077,23.7928,22.8865,52.246,120.9976,202.6248,275.3095,1.7744,33.1058,cephSimResult/latency/latency_0.100000_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.8917,23.6059,22.8868,51.2791,120.2834,197.7595,273.849,1.7288,32.0183,cephSimResult/latency/latency_0.100000_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.5423,23.5623,22.887,51.1964,119.9549,191.3534,256.3785,1.6881,31.2831,cephSimResult/latency/latency_0.100000_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.0326,23.5584,22.8865,51.2505,118.3133,197.8747,272.0594,1.6756,32.0728,cephSimResult/latency/latency_0.100000_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6797,23.5732,22.8867,51.2118,118.6503,192.7907,258.5485,1.6744,31.5512,cephSimResult/latency/latency_0.100000_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.4146,23.418,22.8865,51.0358,116.5024,183.713,240.4172,1.5456,29.7086,cephSimResult/latency/latency_0.100000_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9583,23.6789,22.8867,51.4752,121.8598,194.4569,249.6202,1.7581,31.7391,cephSimResult/latency/latency_0.100000_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9319,23.6354,22.8864,51.2564,121.1186,209.2645,260.9838,1.7756,32.9911,cephSimResult/latency/latency_0.100000_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.2157,23.5053,22.8868,50.8072,118.4474,206.7953,311.4425,1.6144,34.5886,cephSimResult/latency/latency_0.100000_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.69181,32.02935,,
