packet_id,server_id,client_send_time(s),server_Rev_Time(s),server_Send_Time(s),client_rev_time(s),latency(ms),queue_len
3618460,5,1,1.0011,1.0061,1.00722,7.22052,1
3618470,15,1.00668,1.00778,1.02848,1.02972,23.0448,1
3618475,2,1.01635,1.01745,1.02245,1.02359,7.23945,1
3618489,1,1.02311,1.02421,1.02921,1.03041,7.30304,1
3618492,7,1.02317,1.02427,1.02927,1.0304,7.22444,1
3618499,4,1.02744,1.02854,1.03355,1.03477,7.32413,1
3618583,1,1.03028,1.03138,1.03638,1.03754,7.2649,1
3618625,2,1.03506,1.03616,1.04116,1.04227,7.21361,1
3618652,13,1.04932,1.05042,1.07113,1.07239,23.0713,1
3618657,12,1.05218,1.05329,1.07397,1.07512,22.9382,1
3618660,7,1.0526,1.0537,1.0587,1.05998,7.38839,1
3618724,3,1.05909,1.06019,1.06519,1.06629,7.20348,1
3618729,5,1.06126,1.06236,1.06736,1.0685,7.23798,1
3618734,15,1.06407,1.06517,1.08584,1.08698,22.9115,1
3618748,15,1.06737,1.06847,1.10652,1.10765,40.2773,1
3618824,1,1.07886,1.07996,1.08496,1.08616,7.30245,1
3618867,1,1.08985,1.09095,1.09596,1.0971,7.24713,1
3618870,2,1.08989,1.09099,1.09599,1.09715,7.2606,1
3618877,13,1.09377,1.09487,1.11554,1.11665,22.8745,1
3618912,0,1.09681,1.09791,1.10291,1.10411,7.30627,1
3618917,3,1.09802,1.09912,1.10414,1.10566,7.63321,1
3618920,9,1.0986,1.0997,1.12041,1.12168,23.0846,1
3618927,14,1.10075,1.10185,1.12252,1.12365,22.8997,1
3618961,10,1.10359,1.10469,1.12537,1.12654,22.9481,1
3619104,13,1.10966,1.11076,1.13624,1.13746,27.7992,1
3619114,15,1.11775,1.11885,1.13953,1.14066,22.908,1
3619181,3,1.12472,1.12582,1.13082,1.13192,7.20306,1
3619258,4,1.14272,1.14382,1.14883,1.15006,7.33834,1
3619263,12,1.14416,1.14527,1.16594,1.16704,22.8751,1
3619309,13,1.16232,1.16342,1.1841,1.18524,22.9176,1
3619319,15,1.16728,1.16838,1.18907,1.19027,22.9855,1
3619324,5,1.16982,1.17092,1.17592,1.17703,7.21001,1
3619329,15,1.17306,1.17416,1.20975,1.2109,37.8445,1
3619381,15,1.2082,1.2093,1.23042,1.23154,23.3441,1
3619384,0,1.20841,1.20951,1.21452,1.21576,7.3552,1
3619404,6,1.21324,1.21434,1.21934,1.22053,7.28643,1
3619409,8,1.21448,1.21558,1.22059,1.22183,7.34658,1
3619457,12,1.2154,1.2165,1.23718,1.23833,22.9341,1
3619464,3,1.21679,1.21789,1.22291,1.22438,7.58736,1
3619467,15,1.21745,1.21855,1.25114,1.25244,34.9944,1
3619620,10,1.22319,1.22429,1.24499,1.2462,23.0079,1
3619663,14,1.2314,1.2325,1.25321,1.25448,23.0881,1
3619668,9,1.23483,1.23593,1.25661,1.25773,22.9009,1
3619723,11,1.24588,1.24698,1.26765,1.26876,22.883,1
3619728,3,1.24697,1.24807,1.25307,1.25418,7.20917,1
3619733,8,1.24971,1.25081,1.25581,1.25699,7.27805,1
3619857,15,1.25402,1.25512,1.27581,1.27701,22.9936,1
3619892,1,1.25773,1.25883,1.26384,1.26509,7.3631,1
3619897,8,1.25885,1.25995,1.26496,1.26614,7.28765,1
3619951,13,1.26448,1.26558,1.28629,1.28758,23.104,1
3620015,13,1.28406,1.28516,1.30697,1.30812,24.0678,1
3620077,3,1.28847,1.28957,1.29457,1.29572,7.24862,1
3620095,5,1.30641,1.30751,1.31252,1.31371,7.29971,1
3620146,7,1.32956,1.33066,1.33566,1.33678,7.22855,1
3620151,13,1.3343,1.3354,1.35609,1.35725,22.9456,1
3620165,13,1.33989,1.34099,1.37676,1.37788,37.9892,1
3620170,14,1.34258,1.34368,1.36438,1.36561,23.0308,1
3620175,4,1.3501,1.3512,1.3562,1.35733,7.22933,1
3620178,10,1.35075,1.35185,1.37253,1.37367,22.9234,1
3620183,10,1.35172,1.35282,1.3932,1.39433,42.6149,1
3620190,13,1.35532,1.35642,1.39745,1.39866,43.3394,1
3620221,2,1.35654,1.35764,1.36265,1.36396,7.41815,1
3620226,13,1.36064,1.36174,1.41814,1.41932,58.6801,2
3620271,5,1.36282,1.36392,1.36892,1.37004,7.22044,1
3620342,12,1.36866,1.36976,1.39044,1.39161,22.9543,1
3620365,9,1.37334,1.37444,1.39514,1.39634,22.9914,1
3620375,13,1.38767,1.38877,1.43881,1.43993,52.263,2
3620410,10,1.39488,1.39599,1.43737,1.43866,43.7724,1
3620477,0,1.40353,1.40463,1.40963,1.41075,7.22519,1
3620482,13,1.40543,1.40653,1.45951,1.46075,55.3189,2
3620487,1,1.40797,1.40907,1.41407,1.41522,7.25693,1
3620539,3,1.42229,1.42339,1.4284,1.42954,7.25115,1
3620544,15,1.42534,1.42644,1.44713,1.44832,22.9795,1
3620549,5,1.42678,1.42788,1.43288,1.434,7.21963,1
3620572,7,1.43587,1.43697,1.44197,1.44309,7.2273,1
3620575,5,1.43604,1.43715,1.44215,1.44339,7.34518,1
3620644,0,1.44003,1.44113,1.44613,1.4473,7.27149,1
3620699,10,1.44341,1.44451,1.46518,1.4663,22.889,1
3620754,4,1.45088,1.45198,1.45698,1.45811,7.22782,1
3620809,4,1.46479,1.46589,1.4709,1.47205,7.26143,1
3620836,6,1.47185,1.47295,1.47795,1.47907,7.22204,1
3620846,4,1.48451,1.48561,1.49062,1.49192,7.40715,1
3620912,15,1.49254,1.49364,1.51432,1.51548,22.944,1
3620917,0,1.49607,1.49717,1.50217,1.5033,7.22513,1
3620920,15,1.49697,1.49807,1.53499,1.53612,39.1465,1
3620927,13,1.49883,1.49993,1.5206,1.52172,22.8902,1
3620932,13,1.50201,1.50311,1.54128,1.54243,40.4154,1
3620942,4,1.50882,1.50992,1.51492,1.51603,7.2087,1
3620945,1,1.50963,1.51073,1.52073,1.52186,12.2284,1
3620974,7,1.51756,1.51866,1.52367,1.52488,7.31805,1
3620977,12,1.518,1.5191,1.53981,1.5411,23.0991,1
3621106,8,1.54257,1.54368,1.54868,1.54985,7.27476,1
3621111,5,1.54367,1.54477,1.54977,1.55089,7.21457,1
3621116,0,1.54563,1.54673,1.55173,1.55284,7.20364,1
3621152,13,1.5567,1.5578,1.57847,1.57958,22.8812,1
3621157,0,1.56153,1.56263,1.56763,1.5688,7.27261,1
3621162,4,1.56685,1.56795,1.57296,1.57431,7.46161,1
3621188,2,1.56843,1.56953,1.57453,1.57567,7.24629,1
3621191,13,1.56905,1.57015,1.59919,1.60054,31.4872,1
3621288,1,1.57794,1.57904,1.58405,1.58542,7.47868,1
3621298,13,1.57926,1.58036,1.61991,1.62123,41.9756,1
3621384,8,1.58468,1.58579,1.59079,1.59194,7.25403,1
3621406,13,1.59636,1.59746,1.64064,1.64201,45.648,2
3621488,6,1.60117,1.60227,1.60727,1.60845,7.28431,1
3621493,12,1.60415,1.60525,1.62592,1.62702,22.8738,1
3621523,12,1.60811,1.60921,1.64662,1.64788,39.7679,1
3621528,13,1.6111,1.6122,1.66139,1.66281,51.711,2
3621531,13,1.61195,1.61305,1.6821,1.68336,71.4074,3
3621612,3,1.63266,1.63376,1.63876,1.63987,7.20371,1
3621615,15,1.63342,1.63452,1.6552,1.65638,22.9615,1
3621622,14,1.63542,1.63652,1.6572,1.65833,22.9117,1
3621627,8,1.63792,1.63902,1.64402,1.64519,7.27571,1
3621637,13,1.64045,1.64155,1.70277,1.70388,63.4328,2
3621793,4,1.65113,1.65224,1.65724,1.65852,7.38235,1
3621796,14,1.65165,1.65275,1.67788,1.67905,27.4038,1
