Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
199.9043,23.5421,22.8859,51.2911,119.4207,208.3066,309.1233,1.5692,30.8203,cephSimResult/latency/latency_120000_000.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.2205,23.6528,22.8859,51.5375,118.5818,207.5954,318.5358,1.6308,29.195,cephSimResult/latency/latency_120000_001.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.1037,23.5054,22.8863,51.0296,117.3428,206.6403,299.6075,1.5367,31.5897,cephSimResult/latency/latency_120000_002.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9053,23.5042,22.8863,51.1383,117.3302,194.4204,304.8058,1.5558,27.8068,cephSimResult/latency/latency_120000_003.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.1562,23.5549,22.8861,51.0819,118.039,208.1606,319.2727,1.6008,29.9208,cephSimResult/latency/latency_120000_004.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
201.2666,23.781,22.8863,51.9088,120.5208,211.2,319.6238,1.6617,31.5824,cephSimResult/latency/latency_120000_005.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.4848,23.4882,22.886,51.0069,116.2959,209.27,321.0625,1.4583,31.2953,cephSimResult/latency/latency_120000_006.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.3199,23.7638,22.8863,51.4338,122.6672,231.2668,366.6267,1.6667,34.8491,cephSimResult/latency/latency_120000_007.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
199.9218,23.3998,22.886,50.7174,114.9357,206.8219,330.6479,1.5217,29.3241,cephSimResult/latency/latency_120000_008.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
200.4936,23.5425,22.8862,50.7407,119.1756,225.8345,315.4988,1.5692,34.3547,cephSimResult/latency/latency_120000_009.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.57709,31.07382,,
