Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
250.6534,14.075,7.3384,23.2228,57.9625,92.5867,147.2111,0.0569,25.8712,cephSimResult/latency/latency000.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
250.7596,14.1465,7.3389,23.2522,58.5788,94.6167,175.6329,0.0681,26.2151,cephSimResult/latency/latency001.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
249.8647,14.0692,7.3382,23.2136,57.6853,93.4555,155.7038,0.06,27.8831,cephSimResult/latency/latency002.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
249.4278,14.1691,7.3405,23.2538,58.4562,94.1046,188.2413,0.0675,22.8023,cephSimResult/latency/latency003.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
250.0407,14.091,7.3393,23.2106,57.5349,96.4759,200.863,0.0794,36.5467,cephSimResult/latency/latency004.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
250.8496,14.1272,7.3382,23.2282,57.8593,97.6682,155.9164,0.0756,22.1005,cephSimResult/latency/latency005.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
249.2683,14.0902,7.3392,23.2213,57.8094,93.7332,156.2796,0.06,28.5568,cephSimResult/latency/latency006.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
249.9478,14.0725,7.3393,23.2227,57.2499,90.077,129.9773,0.0456,23.5959,cephSimResult/latency/latency007.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
249.9148,14.1307,7.3396,23.2323,57.744,95.9263,188.436,0.0744,34.5299,cephSimResult/latency/latency008.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
250.2696,14.0769,7.3376,23.2234,58.5587,98.4231,142.3736,0.0794,18.0214,cephSimResult/latency/latency009.csv,scratch/CephSim2022-12-8/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.06669,26.61229,,
