Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
200.5228,23.6157,22.8865,51.6549,118.746,200.3317,253.9318,1.67,32.0788,cephSimResult/latency/latency_0.300000_000.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6077,23.617,22.8865,51.8544,118.0416,201.6586,294.3004,1.6544,31.534,cephSimResult/latency/latency_0.300000_001.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.8917,23.476,22.8867,51.1835,117.4247,190.3708,254.4589,1.6031,31.1828,cephSimResult/latency/latency_0.300000_002.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.5423,23.6945,22.887,51.2293,122.6179,212.5643,290.6406,1.7869,35.2385,cephSimResult/latency/latency_0.300000_003.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.0326,23.5272,22.8865,51.2505,117.8939,196.4512,273.8236,1.6406,32.6515,cephSimResult/latency/latency_0.300000_004.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.6797,23.5334,22.8867,51.2556,117.8592,186.4059,271.5776,1.67,29.819,cephSimResult/latency/latency_0.300000_005.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.4146,23.5054,22.8865,51.163,117.2766,200.1242,305.1506,1.6131,31.8158,cephSimResult/latency/latency_0.300000_006.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9583,23.6645,22.8867,51.5432,120.6493,194.7506,245.3401,1.7194,31.775,cephSimResult/latency/latency_0.300000_007.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
199.9319,23.5425,22.8865,51.1927,117.3877,201.0198,280.8461,1.6756,31.2459,cephSimResult/latency/latency_0.300000_008.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
200.2157,23.4555,22.8868,50.8311,118.0825,192.5378,298.8931,1.6156,31.7569,cephSimResult/latency/latency_0.300000_009.csv,scratch/CephSim2022-11-23/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,1.66487,31.90982,,
