Arrival_rate,Ave,P50,P90,P99,P999,P9999,sla_default_rate(%),sla_default_percentage(%),latencyFile,clusterMapFile
100.2614,17.814,22.8813,30.6225,59.0064,94.8463,188.253,0.0663,31.0051,cephSimResult/latency/latency_100_000.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
100.3038,17.7525,22.8814,30.63,57.6686,89.3822,188.2424,0.0519,29.1102,cephSimResult/latency/latency_100_001.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
99.9459,17.7574,22.8814,30.3797,58.4281,93.2753,188.2315,0.0569,29.01,cephSimResult/latency/latency_100_002.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
99.7711,17.7507,22.8814,30.5148,57.8891,89.2669,157.4123,0.0494,29.2595,cephSimResult/latency/latency_100_003.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
100.0163,17.7478,22.8811,30.6452,57.8467,88.0464,152.2997,0.0394,29.3064,cephSimResult/latency/latency_100_004.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
100.3398,17.7608,22.8814,30.6432,58.1454,89.9043,188.2821,0.0525,32.1051,cephSimResult/latency/latency_100_005.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
99.7073,17.7548,22.8812,30.4184,58.1225,88.3552,197.2808,0.0544,49.1602,cephSimResult/latency/latency_100_006.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
99.9791,17.766,22.8815,30.598,58.3845,88.1788,176.2877,0.045,32.6788,cephSimResult/latency/latency_100_007.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
99.9659,17.7344,22.8813,30.4029,57.4235,87.5196,177.5925,0.0394,32.4322,cephSimResult/latency/latency_100_008.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
100.1078,17.7349,22.8813,30.4847,57.7044,90.0305,188.2879,0.045,31.0755,cephSimResult/latency/latency_100_009.csv,scratch/CephSim2022-11-14/cluster_map_mod.csv
,,,,,,,,,,
,,,,,,¾ùÖµ,0.05002,32.5143,,
